CustomerID,datetime,Demand,EnergyCharge,DemandCharge,FacilityCharge,TotalCharge
g1L,2017-01-01 16:00,6.3200,0.2704,0.0000,0.0968,0.3672
g1L,2017-01-01 16:15,6.3200,0.2704,0.0000,0.0000,0.2704
g1L,2017-01-01 16:30,6.3200,0.2704,0.0000,0.0000,0.2704
g1L,2017-01-01 16:45,6.3300,0.2709,0.0000,0.0000,0.2709
g1L,2017-01-01 17:00,6.3300,0.2709,0.0000,0.0000,0.2709
g1L,2017-01-01 17:15,6.3300,0.2709,0.0000,0.0000,0.2709
g1L,2017-01-01 17:30,6.3300,0.2709,0.0000,0.0000,0.2709
g1L,2017-01-01 17:45,6.3300,0.2709,0.0000,0.0000,0.2709
g1L,2017-01-01 18:00,6.3300,0.2709,0.0000,0.0000,0.2709
g1L,2017-01-01 18:15,6.3200,0.2704,0.0000,0.0000,0.2704
g1L,2017-01-01 18:30,6.3200,0.2704,0.0000,0.0000,0.2704
g1L,2017-01-01 18:45,6.3200,0.2704,0.0000,0.0000,0.2704
g1L,2017-01-01 19:00,6.3100,0.2700,0.0000,0.0000,0.2700
g1L,2017-01-01 19:15,6.3100,0.2700,0.0000,0.0000,0.2700
g1L,2017-01-01 19:30,6.3000,0.2696,0.0000,0.0000,0.2696
g1L,2017-01-01 19:45,6.2900,0.2691,0.0000,0.0000,0.2691
g1L,2017-01-01 20:00,6.2800,0.2687,0.0000,0.0000,0.2687
g1L,2017-01-01 20:15,6.2800,0.2687,0.0000,0.0000,0.2687
g1L,2017-01-01 20:30,6.2700,0.2683,0.0000,0.0000,0.2683
g1L,2017-01-01 20:45,6.2600,0.2679,0.0000,0.0000,0.2679
g1L,2017-01-01 21:00,6.2500,0.2674,0.0000,0.0000,0.2674
g1L,2017-01-01 21:15,6.2400,0.2670,0.0000,0.0000,0.2670
g1L,2017-01-01 21:30,6.2300,0.2666,0.0000,0.0000,0.2666
g1L,2017-01-01 21:45,6.2100,0.2657,0.0000,0.0000,0.2657
g1L,2017-01-01 22:00,6.2000,0.2653,0.0000,0.0000,0.2653
g1L,2017-01-01 22:15,6.1900,0.2649,0.0000,0.0000,0.2649
g1L,2017-01-01 22:30,6.1800,0.2644,0.0000,0.0000,0.2644
g1L,2017-01-01 22:45,6.1600,0.2636,0.0000,0.0000,0.2636
g1L,2017-01-01 23:00,6.1500,0.2632,0.0000,0.0000,0.2632
g1L,2017-01-01 23:15,6.1400,0.2627,0.0000,0.0000,0.2627
g1L,2017-01-01 23:30,6.1300,0.2623,0.0000,0.0000,0.2623
g1L,2017-01-01 23:45,6.1100,0.2614,0.0000,0.0000,0.2614
g1L,2017-01-02 00:00,6.1000,0.2610,0.0000,0.0000,0.2610
g1L,2017-01-02 00:15,6.0900,0.2606,0.0000,0.0000,0.2606
g1L,2017-01-02 00:30,6.0700,0.2597,0.0000,0.0000,0.2597
g1L,2017-01-02 00:45,6.0600,0.2593,0.0000,0.0000,0.2593
g1L,2017-01-02 01:00,6.0500,0.2589,0.0000,0.0000,0.2589
g1L,2017-01-02 01:15,6.0400,0.2585,0.0000,0.0000,0.2585
g1L,2017-01-02 01:30,6.0300,0.2580,0.0000,0.0000,0.2580
g1L,2017-01-02 01:45,6.0100,0.2572,0.0000,0.0000,0.2572
g1L,2017-01-02 02:00,6.0000,0.2567,0.0000,0.0000,0.2567
g1L,2017-01-02 02:15,5.9900,0.2563,0.0000,0.0000,0.2563
g1L,2017-01-02 02:30,5.9800,0.2559,0.0000,0.0000,0.2559
g1L,2017-01-02 02:45,5.9700,0.2555,0.0000,0.0000,0.2555
g1L,2017-01-02 03:00,5.9700,0.2555,0.0000,0.0000,0.2555
g1L,2017-01-02 03:15,5.9600,0.2550,0.0000,0.0000,0.2550
g1L,2017-01-02 03:30,5.9500,0.2546,0.0000,0.0000,0.2546
g1L,2017-01-02 03:45,5.9400,0.2542,0.0000,0.0000,0.2542
g1L,2017-01-02 04:00,5.9400,0.2542,0.0000,0.0000,0.2542
g1L,2017-01-02 04:15,5.9300,0.2537,0.0000,0.0000,0.2537
g1L,2017-01-02 04:30,5.9300,0.2537,0.0000,0.0000,0.2537
g1L,2017-01-02 04:45,5.9300,0.2537,0.0000,0.0000,0.2537
g1L,2017-01-02 05:00,5.9200,0.2533,0.0000,0.0000,0.2533
g1L,2017-01-02 05:15,5.9200,0.2533,0.0000,0.0000,0.2533
g1L,2017-01-02 05:30,5.9200,0.2533,0.0000,0.0000,0.2533
g1L,2017-01-02 05:45,5.9200,0.2533,0.0000,0.0000,0.2533
g1L,2017-01-02 06:00,5.9200,0.2533,0.0000,0.0000,0.2533
g1L,2017-01-02 06:15,5.9200,0.2533,0.0000,0.0000,0.2533
g1L,2017-01-02 06:30,5.9300,0.2537,0.0000,0.0000,0.2537
g1L,2017-01-02 06:45,5.9300,0.2537,0.0000,0.0000,0.2537
g1L,2017-01-02 07:00,5.9300,0.2537,0.0000,0.0000,0.2537
g1L,2017-01-02 07:15,5.9400,0.2542,0.0000,0.0000,0.2542
g1L,2017-01-02 07:30,5.9400,0.2542,0.0000,0.0000,0.2542
g1L,2017-01-02 07:45,5.9500,0.2546,0.0000,0.0000,0.2546
g1L,2017-01-02 08:00,5.9600,0.2550,0.0000,0.0000,0.2550
g1L,2017-01-02 08:15,5.9700,0.2555,0.0000,0.0000,0.2555
g1L,2017-01-02 08:30,5.9700,0.2555,0.0000,0.0000,0.2555
g1L,2017-01-02 08:45,5.9800,0.2559,0.0000,0.0000,0.2559
g1L,2017-01-02 09:00,5.9900,0.2563,0.0000,0.0000,0.2563
g1L,2017-01-02 09:15,6.0000,0.2567,0.0000,0.0000,0.2567
g1L,2017-01-02 09:30,6.0100,0.2572,0.0000,0.0000,0.2572
g1L,2017-01-02 09:45,6.0200,0.2576,0.0000,0.0000,0.2576
g1L,2017-01-02 10:00,6.0300,0.2580,0.0000,0.0000,0.2580
g1L,2017-01-02 10:15,6.0500,0.2589,0.0000,0.0000,0.2589
g1L,2017-01-02 10:30,6.0600,0.2593,0.0000,0.0000,0.2593
g1L,2017-01-02 10:45,6.0700,0.2597,0.0000,0.0000,0.2597
g1L,2017-01-02 11:00,6.0800,0.2602,0.0000,0.0000,0.2602
g1L,2017-01-02 11:15,6.0900,0.2606,0.0000,0.0000,0.2606
g1L,2017-01-02 11:30,6.1100,0.2614,0.0000,0.0000,0.2614
g1L,2017-01-02 11:45,6.1200,0.2619,0.0000,0.0000,0.2619
g1L,2017-01-02 12:00,6.1300,0.2623,0.0000,0.0000,0.2623
g1L,2017-01-02 12:15,6.1400,0.2627,0.0000,0.0000,0.2627
g1L,2017-01-02 12:30,6.1500,0.2632,0.0000,0.0000,0.2632
g1L,2017-01-02 12:45,6.1700,0.2640,0.0000,0.0000,0.2640
g1L,2017-01-02 13:00,6.1800,0.2644,0.0000,0.0000,0.2644
g1L,2017-01-02 13:15,6.1900,0.2649,0.0000,0.0000,0.2649
g1L,2017-01-02 13:30,6.2000,0.2653,0.0000,0.0000,0.2653
g1L,2017-01-02 13:45,6.2100,0.2657,0.0000,0.0000,0.2657
g1L,2017-01-02 14:00,6.2200,0.2662,0.0000,0.0000,0.2662
g1L,2017-01-02 14:15,6.2300,0.2666,0.0000,0.0000,0.2666
g1L,2017-01-02 14:30,6.2400,0.2670,0.0000,0.0000,0.2670
g1L,2017-01-02 14:45,6.2500,0.2674,0.0000,0.0000,0.2674
g1L,2017-01-02 15:00,6.2500,0.2674,0.0000,0.0000,0.2674
g1L,2017-01-02 15:15,6.2600,0.2679,0.0000,0.0000,0.2679
g1L,2017-01-02 15:30,6.2700,0.2683,0.0000,0.0000,0.2683
g1L,2017-01-02 15:45,6.2700,0.2683,0.0000,0.0000,0.2683
g1L,2017-01-02 16:00,6.2800,0.2687,0.0000,0.0000,0.2687
g1L,2017-01-02 16:15,6.2800,0.2687,0.0000,0.0000,0.2687
g1L,2017-01-02 16:30,6.2900,0.2691,0.0000,0.0000,0.2691
g1L,2017-01-02 16:45,6.2900,0.2691,0.0000,0.0000,0.2691
g1L,2017-01-02 17:00,6.2900,0.2691,0.0000,0.0000,0.2691
g1L,2017-01-02 17:15,6.2900,0.2691,0.0000,0.0000,0.2691
g1L,2017-01-02 17:30,6.2900,0.2691,0.0000,0.0000,0.2691
g1L,2017-01-02 17:45,6.2900,0.2691,0.0000,0.0000,0.2691
g1L,2017-01-02 18:00,6.2900,0.2691,0.0000,0.0000,0.2691
g1L,2017-01-02 18:15,6.2900,0.2691,0.0000,0.0000,0.2691
g1L,2017-01-02 18:30,6.2800,0.2687,0.0000,0.0000,0.2687
g1L,2017-01-02 18:45,6.2800,0.2687,0.0000,0.0000,0.2687
g1L,2017-01-02 19:00,6.2700,0.2683,0.0000,0.0000,0.2683
g1L,2017-01-02 19:15,6.2700,0.2683,0.0000,0.0000,0.2683
g1L,2017-01-02 19:30,6.2600,0.2679,0.0000,0.0000,0.2679
g1L,2017-01-02 19:45,6.2500,0.2674,0.0000,0.0000,0.2674
g1L,2017-01-02 20:00,6.2500,0.2674,0.0000,0.0000,0.2674
g1L,2017-01-02 20:15,6.2400,0.2670,0.0000,0.0000,0.2670
g1L,2017-01-02 20:30,6.2300,0.2666,0.0000,0.0000,0.2666
g1L,2017-01-02 20:45,6.2200,0.2662,0.0000,0.0000,0.2662
g1L,2017-01-02 21:00,6.2100,0.2657,0.0000,0.0000,0.2657
g1L,2017-01-02 21:15,6.2000,0.2653,0.0000,0.0000,0.2653
g1L,2017-01-02 21:30,6.1900,0.2649,0.0000,0.0000,0.2649
g1L,2017-01-02 21:45,6.1800,0.2644,0.0000,0.0000,0.2644
g1L,2017-01-02 22:00,6.1600,0.2636,0.0000,0.0000,0.2636
g1L,2017-01-02 22:15,6.1500,0.2632,0.0000,0.0000,0.2632
g1L,2017-01-02 22:30,6.1400,0.2627,0.0000,0.0000,0.2627
g1L,2017-01-02 22:45,6.1300,0.2623,0.0000,0.0000,0.2623
g1L,2017-01-02 23:00,6.1100,0.2614,0.0000,0.0000,0.2614
g1L,2017-01-02 23:15,6.1000,0.2610,0.0000,0.0000,0.2610
g1L,2017-01-02 23:30,6.0900,0.2606,0.0000,0.0000,0.2606
g1L,2017-01-02 23:45,6.0700,0.2597,0.0000,0.0000,0.2597
g1L,2017-01-03 00:00,6.0600,0.2593,0.0000,0.0000,0.2593
g1L,2017-01-03 00:15,6.0500,0.2589,0.0000,0.0000,0.2589
g1L,2017-01-03 00:30,6.0400,0.2585,0.0000,0.0000,0.2585
g1L,2017-01-03 00:45,6.0200,0.2576,0.0000,0.0000,0.2576
g1L,2017-01-03 01:00,6.0100,0.2572,0.0000,0.0000,0.2572
g1L,2017-01-03 01:15,6.0000,0.2567,0.0000,0.0000,0.2567
g1L,2017-01-03 01:30,5.9900,0.2563,0.0000,0.0000,0.2563
g1L,2017-01-03 01:45,5.9800,0.2559,0.0000,0.0000,0.2559
g1L,2017-01-03 02:00,5.9700,0.2555,0.0000,0.0000,0.2555
g1L,2017-01-03 02:15,5.9600,0.2550,0.0000,0.0000,0.2550
g1L,2017-01-03 02:30,5.9500,0.2546,0.0000,0.0000,0.2546
g1L,2017-01-03 02:45,5.9400,0.2542,0.0000,0.0000,0.2542
g1L,2017-01-03 03:00,5.9300,0.2537,0.0000,0.0000,0.2537
g1L,2017-01-03 03:15,5.9200,0.2533,0.0000,0.0000,0.2533
g1L,2017-01-03 03:30,5.9100,0.2529,0.0000,0.0000,0.2529
g1L,2017-01-03 03:45,5.9100,0.2529,0.0000,0.0000,0.2529
g1L,2017-01-03 04:00,5.9000,0.2525,0.0000,0.0000,0.2525
g1L,2017-01-03 04:15,5.9000,0.2525,0.0000,0.0000,0.2525
g1L,2017-01-03 04:30,5.8900,0.2520,0.0000,0.0000,0.2520
g1L,2017-01-03 04:45,5.8900,0.2520,0.0000,0.0000,0.2520
g1L,2017-01-03 05:00,5.8900,0.2520,0.0000,0.0000,0.2520
g1L,2017-01-03 05:15,5.8900,0.2520,0.0000,0.0000,0.2520
g1L,2017-01-03 05:30,5.8800,0.2516,0.0000,0.0000,0.2516
g1L,2017-01-03 05:45,5.8800,0.2516,0.0000,0.0000,0.2516
g1L,2017-01-03 06:00,5.8900,0.2520,0.0000,0.0000,0.2520
g1L,2017-01-03 06:15,5.8900,0.2520,0.0000,0.0000,0.2520
g1L,2017-01-03 06:30,5.8900,0.2520,0.0000,0.0000,0.2520
g1L,2017-01-03 06:45,5.8900,0.2520,0.0000,0.0000,0.2520
g1L,2017-01-03 07:00,5.9000,0.2525,0.0000,0.0000,0.2525
g1L,2017-01-03 07:15,5.9000,0.2525,0.0000,0.0000,0.2525
g1L,2017-01-03 07:30,5.9100,0.2529,0.0000,0.0000,0.2529
g1L,2017-01-03 07:45,5.9100,0.2529,0.0000,0.0000,0.2529
g1L,2017-01-03 08:00,5.9200,0.3183,0.0000,0.0000,0.3183
g1L,2017-01-03 08:15,5.9300,0.3189,0.0000,0.0000,0.3189
g1L,2017-01-03 08:30,5.9400,0.3194,0.0000,0.0000,0.3194
g1L,2017-01-03 08:45,5.9500,0.3199,0.0000,0.0000,0.3199
g1L,2017-01-03 09:00,5.9600,0.3205,0.0000,0.0000,0.3205
g1L,2017-01-03 09:15,5.9700,0.3210,0.0000,0.0000,0.3210
g1L,2017-01-03 09:30,5.9800,0.3215,0.0000,0.0000,0.3215
g1L,2017-01-03 09:45,5.9900,0.3221,0.0000,0.0000,0.3221
g1L,2017-01-03 10:00,6.0000,0.3226,0.0000,0.0000,0.3226
g1L,2017-01-03 10:15,6.0100,0.3232,0.0000,0.0000,0.3232
g1L,2017-01-03 10:30,6.0200,0.3237,0.0000,0.0000,0.3237
g1L,2017-01-03 10:45,6.0300,0.3242,0.0000,0.0000,0.3242
g1L,2017-01-03 11:00,6.0400,0.3248,0.0000,0.0000,0.3248
g1L,2017-01-03 11:15,6.0600,0.3258,0.0000,0.0000,0.3258
g1L,2017-01-03 11:30,6.0700,0.3264,0.0000,0.0000,0.3264
g1L,2017-01-03 11:45,6.0800,0.3269,0.0000,0.0000,0.3269
g1L,2017-01-03 12:00,6.0900,0.3275,0.0000,0.0000,0.3275
g1L,2017-01-03 12:15,6.1100,0.3285,0.0000,0.0000,0.3285
g1L,2017-01-03 12:30,6.1200,0.3291,0.0000,0.0000,0.3291
g1L,2017-01-03 12:45,6.1300,0.3296,0.0000,0.0000,0.3296
g1L,2017-01-03 13:00,6.1400,0.3301,0.0000,0.0000,0.3301
g1L,2017-01-03 13:15,6.1500,0.3307,0.0000,0.0000,0.3307
g1L,2017-01-03 13:30,6.1600,0.3312,0.0000,0.0000,0.3312
g1L,2017-01-03 13:45,6.1700,0.3318,0.0000,0.0000,0.3318
g1L,2017-01-03 14:00,6.1800,0.3323,0.0000,0.0000,0.3323
g1L,2017-01-03 14:15,6.1900,0.3328,0.0000,0.0000,0.3328
g1L,2017-01-03 14:30,6.2000,0.3334,0.0000,0.0000,0.3334
g1L,2017-01-03 14:45,6.2100,0.3339,0.0000,0.0000,0.3339
g1L,2017-01-03 15:00,6.2200,0.3344,0.0000,0.0000,0.3344
g1L,2017-01-03 15:15,6.2300,0.3350,0.0000,0.0000,0.3350
g1L,2017-01-03 15:30,6.2300,0.3350,0.0000,0.0000,0.3350
g1L,2017-01-03 15:45,6.2400,0.3355,0.0000,0.0000,0.3355
g1L,2017-01-03 16:00,6.2400,0.3355,0.0000,0.0000,0.3355
g1L,2017-01-03 16:15,6.2500,0.3361,0.0000,0.0000,0.3361
g1L,2017-01-03 16:30,6.2500,0.3361,0.0000,0.0000,0.3361
g1L,2017-01-03 16:45,6.2500,0.3361,0.0000,0.0000,0.3361
g1L,2017-01-03 17:00,6.2500,0.3361,0.0000,0.0000,0.3361
g1L,2017-01-03 17:15,6.2500,0.3361,0.0000,0.0000,0.3361
g1L,2017-01-03 17:30,6.2500,0.3361,0.0000,0.0000,0.3361
g1L,2017-01-03 17:45,6.2500,0.3361,0.0000,0.0000,0.3361
g1L,2017-01-03 18:00,6.2500,0.3361,0.0000,0.0000,0.3361
g1L,2017-01-03 18:15,6.2500,0.3361,0.0000,0.0000,0.3361
g1L,2017-01-03 18:30,6.2500,0.3361,0.0000,0.0000,0.3361
g1L,2017-01-03 18:45,6.2400,0.3355,0.0000,0.0000,0.3355
g1L,2017-01-03 19:00,6.2400,0.3355,0.0000,0.0000,0.3355
g1L,2017-01-03 19:15,6.2300,0.3350,0.0000,0.0000,0.3350
g1L,2017-01-03 19:30,6.2300,0.3350,0.0000,0.0000,0.3350
g1L,2017-01-03 19:45,6.2200,0.3344,0.0000,0.0000,0.3344
g1L,2017-01-03 20:00,6.2100,0.3339,0.0000,0.0000,0.3339
g1L,2017-01-03 20:15,6.2000,0.3334,0.0000,0.0000,0.3334
g1L,2017-01-03 20:30,6.1900,0.3328,0.0000,0.0000,0.3328
g1L,2017-01-03 20:45,6.1800,0.3323,0.0000,0.0000,0.3323
g1L,2017-01-03 21:00,6.1700,0.2640,0.0000,0.0000,0.2640
g1L,2017-01-03 21:15,6.1600,0.2636,0.0000,0.0000,0.2636
g1L,2017-01-03 21:30,6.1500,0.2632,0.0000,0.0000,0.2632
g1L,2017-01-03 21:45,6.1400,0.2627,0.0000,0.0000,0.2627
g1L,2017-01-03 22:00,6.1300,0.2623,0.0000,0.0000,0.2623
g1L,2017-01-03 22:15,6.1200,0.2619,0.0000,0.0000,0.2619
g1L,2017-01-03 22:30,6.1000,0.2610,0.0000,0.0000,0.2610
g1L,2017-01-03 22:45,6.0900,0.2606,0.0000,0.0000,0.2606
g1L,2017-01-03 23:00,6.0800,0.2602,0.0000,0.0000,0.2602
g1L,2017-01-03 23:15,6.0700,0.2597,0.0000,0.0000,0.2597
g1L,2017-01-03 23:30,6.0500,0.2589,0.0000,0.0000,0.2589
g1L,2017-01-03 23:45,6.0400,0.2585,0.0000,0.0000,0.2585
g1L,2017-01-04 00:00,6.0300,0.2580,0.0000,0.0000,0.2580
g1L,2017-01-04 00:15,6.0100,0.2572,0.0000,0.0000,0.2572
g1L,2017-01-04 00:30,6.0000,0.2567,0.0000,0.0000,0.2567
g1L,2017-01-04 00:45,5.9900,0.2563,0.0000,0.0000,0.2563
g1L,2017-01-04 01:00,5.9800,0.2559,0.0000,0.0000,0.2559
g1L,2017-01-04 01:15,5.9600,0.2550,0.0000,0.0000,0.2550
g1L,2017-01-04 01:30,5.9500,0.2546,0.0000,0.0000,0.2546
g1L,2017-01-04 01:45,5.9400,0.2542,0.0000,0.0000,0.2542
g1L,2017-01-04 02:00,5.9300,0.2537,0.0000,0.0000,0.2537
g1L,2017-01-04 02:15,5.9200,0.2533,0.0000,0.0000,0.2533
g1L,2017-01-04 02:30,5.9100,0.2529,0.0000,0.0000,0.2529
g1L,2017-01-04 02:45,5.9000,0.2525,0.0000,0.0000,0.2525
g1L,2017-01-04 03:00,5.8900,0.2520,0.0000,0.0000,0.2520
g1L,2017-01-04 03:15,5.8900,0.2520,0.0000,0.0000,0.2520
g1L,2017-01-04 03:30,5.8800,0.2516,0.0000,0.0000,0.2516
g1L,2017-01-04 03:45,5.8700,0.2512,0.0000,0.0000,0.2512
g1L,2017-01-04 04:00,5.8700,0.2512,0.0000,0.0000,0.2512
g1L,2017-01-04 04:15,5.8600,0.2507,0.0000,0.0000,0.2507
g1L,2017-01-04 04:30,5.8600,0.2507,0.0000,0.0000,0.2507
g1L,2017-01-04 04:45,5.8500,0.2503,0.0000,0.0000,0.2503
g1L,2017-01-04 05:00,5.8500,0.2503,0.0000,0.0000,0.2503
g1L,2017-01-04 05:15,5.8500,0.2503,0.0000,0.0000,0.2503
g1L,2017-01-04 05:30,5.8500,0.2503,0.0000,0.0000,0.2503
g1L,2017-01-04 05:45,5.8500,0.2503,0.0000,0.0000,0.2503
g1L,2017-01-04 06:00,5.8500,0.2503,0.0000,0.0000,0.2503
g1L,2017-01-04 06:15,5.8500,0.2503,0.0000,0.0000,0.2503
g1L,2017-01-04 06:30,5.8500,0.2503,0.0000,0.0000,0.2503
g1L,2017-01-04 06:45,5.8600,0.2507,0.0000,0.0000,0.2507
g1L,2017-01-04 07:00,5.8600,0.2507,0.0000,0.0000,0.2507
g1L,2017-01-04 07:15,5.8700,0.2512,0.0000,0.0000,0.2512
g1L,2017-01-04 07:30,5.8700,0.2512,0.0000,0.0000,0.2512
g1L,2017-01-04 07:45,5.8800,0.2516,0.0000,0.0000,0.2516
g1L,2017-01-04 08:00,5.8900,0.3167,0.0000,0.0000,0.3167
g1L,2017-01-04 08:15,5.8900,0.3167,0.0000,0.0000,0.3167
g1L,2017-01-04 08:30,5.9000,0.3172,0.0000,0.0000,0.3172
g1L,2017-01-04 08:45,5.9100,0.3178,0.0000,0.0000,0.3178
g1L,2017-01-04 09:00,5.9200,0.3183,0.0000,0.0000,0.3183
g1L,2017-01-04 09:15,5.9300,0.3189,0.0000,0.0000,0.3189
g1L,2017-01-04 09:30,5.9400,0.3194,0.0000,0.0000,0.3194
g1L,2017-01-04 09:45,5.9500,0.3199,0.0000,0.0000,0.3199
g1L,2017-01-04 10:00,5.9600,0.3205,0.0000,0.0000,0.3205
g1L,2017-01-04 10:15,5.9700,0.3210,0.0000,0.0000,0.3210
g1L,2017-01-04 10:30,5.9900,0.3221,0.0000,0.0000,0.3221
g1L,2017-01-04 10:45,6.0000,0.3226,0.0000,0.0000,0.3226
g1L,2017-01-04 11:00,6.0100,0.3232,0.0000,0.0000,0.3232
g1L,2017-01-04 11:15,6.0200,0.3237,0.0000,0.0000,0.3237
g1L,2017-01-04 11:30,6.0400,0.3248,0.0000,0.0000,0.3248
g1L,2017-01-04 11:45,6.0500,0.3253,0.0000,0.0000,0.3253
g1L,2017-01-04 12:00,6.0600,0.3258,0.0000,0.0000,0.3258
g1L,2017-01-04 12:15,6.0700,0.3264,0.0000,0.0000,0.3264
g1L,2017-01-04 12:30,6.0800,0.3269,0.0000,0.0000,0.3269
g1L,2017-01-04 12:45,6.1000,0.3280,0.0000,0.0000,0.3280
g1L,2017-01-04 13:00,6.1100,0.3285,0.0000,0.0000,0.3285
g1L,2017-01-04 13:15,6.1200,0.3291,0.0000,0.0000,0.3291
g1L,2017-01-04 13:30,6.1300,0.3296,0.0000,0.0000,0.3296
g1L,2017-01-04 13:45,6.1400,0.3301,0.0000,0.0000,0.3301
g1L,2017-01-04 14:00,6.1500,0.3307,0.0000,0.0000,0.3307
g1L,2017-01-04 14:15,6.1600,0.3312,0.0000,0.0000,0.3312
g1L,2017-01-04 14:30,6.1700,0.3318,0.0000,0.0000,0.3318
