CustomerID,datetime,NormDelta,AbsDelta,Leaders,Others,NormLeaders,NormOthers,DailyAvgLeaders,DailyAvgOthers
delta,2017-01-01 04:30,0.28038,0.01801,0.00597,0.04441,0.97151,0.69113,0.00614,0.06425
delta,2017-01-01 04:45,0.28466,0.01829,0.00597,0.04410,0.97097,0.68631,0.00614,0.06425
delta,2017-01-01 05:00,0.28772,0.01849,0.00596,0.04387,0.97056,0.68284,0.00614,0.06425
delta,2017-01-01 05:15,0.28956,0.01860,0.00596,0.04374,0.97029,0.68073,0.00614,0.06425
delta,2017-01-01 05:30,0.29016,0.01864,0.00596,0.04369,0.97015,0.67999,0.00614,0.06425
delta,2017-01-01 05:45,0.28952,0.01860,0.00596,0.04373,0.97015,0.68063,0.00614,0.06425
delta,2017-01-01 06:00,0.28765,0.01848,0.00596,0.04386,0.97029,0.68264,0.00614,0.06425
delta,2017-01-01 06:15,0.28453,0.01828,0.00596,0.04408,0.97055,0.68602,0.00614,0.06425
delta,2017-01-01 06:30,0.28022,0.01800,0.00597,0.04438,0.97096,0.69074,0.00614,0.06425
delta,2017-01-01 06:45,0.27470,0.01765,0.00597,0.04477,0.97149,0.69679,0.00614,0.06425
delta,2017-01-01 07:00,0.26800,0.01722,0.00597,0.04524,0.97215,0.70415,0.00614,0.06425
delta,2017-01-01 07:15,0.26016,0.01672,0.00598,0.04580,0.97293,0.71277,0.00614,0.06425
delta,2017-01-01 07:30,0.25120,0.01614,0.00598,0.04643,0.97383,0.72263,0.00614,0.06425
delta,2017-01-01 07:45,0.24118,0.01550,0.00599,0.04714,0.97486,0.73368,0.00614,0.06425
delta,2017-01-01 08:00,0.23011,0.01478,0.00600,0.04792,0.97599,0.74588,0.00614,0.06425
delta,2017-01-01 08:15,0.21807,0.01401,0.00600,0.04878,0.97723,0.75916,0.00614,0.06425
delta,2017-01-01 08:30,0.20510,0.01318,0.00601,0.04970,0.97858,0.77348,0.00614,0.06425
delta,2017-01-01 08:45,0.19124,0.01229,0.00602,0.05068,0.98002,0.78878,0.00614,0.06425
delta,2017-01-01 09:00,0.17657,0.01134,0.00603,0.05172,0.98155,0.80498,0.00614,0.06425
delta,2017-01-01 09:15,0.16115,0.01035,0.00604,0.05281,0.98316,0.82201,0.00614,0.06425
delta,2017-01-01 09:30,0.14503,0.00932,0.00605,0.05396,0.98484,0.83981,0.00614,0.06425
delta,2017-01-01 09:45,0.12830,0.00824,0.00606,0.05515,0.98660,0.85830,0.00614,0.06425
delta,2017-01-01 10:00,0.11101,0.00713,0.00607,0.05637,0.98841,0.87740,0.00614,0.06425
delta,2017-01-01 10:15,0.09326,0.00599,0.00608,0.05763,0.99028,0.89702,0.00614,0.06425
delta,2017-01-01 10:30,0.07509,0.00482,0.00610,0.05892,0.99218,0.91709,0.00614,0.06425
delta,2017-01-01 10:45,0.05662,0.00364,0.00611,0.06023,0.99413,0.93751,0.00614,0.06425
delta,2017-01-01 11:00,0.03790,0.00244,0.00612,0.06156,0.99610,0.95820,0.00614,0.06425
delta,2017-01-01 11:15,0.01902,0.00122,0.00613,0.06291,0.99809,0.97907,0.00614,0.06425
delta,2017-01-01 11:30,0.00005,0.00000,0.00614,0.06425,1.00008,1.00003,0.00614,0.06425
delta,2017-01-01 11:45,-0.01891,-0.00121,0.00616,0.06560,1.00208,1.02099,0.00614,0.06425
delta,2017-01-01 12:00,-0.03779,-0.00243,0.00617,0.06694,1.00407,1.04186,0.00614,0.06425
delta,2017-01-01 12:15,-0.05651,-0.00363,0.00618,0.06827,1.00604,1.06255,0.00614,0.06425
delta,2017-01-01 12:30,-0.07500,-0.00482,0.00619,0.06958,1.00798,1.08298,0.00614,0.06425
delta,2017-01-01 12:45,-0.09315,-0.00598,0.00621,0.07087,1.00989,1.10304,0.00614,0.06425
delta,2017-01-01 13:00,-0.11091,-0.00713,0.00622,0.07213,1.01176,1.12267,0.00614,0.06425
delta,2017-01-01 13:15,-0.12820,-0.00824,0.00623,0.07336,1.01357,1.14177,0.00614,0.06425
delta,2017-01-01 13:30,-0.14493,-0.00931,0.00624,0.07455,1.01533,1.16026,0.00614,0.06425
delta,2017-01-01 13:45,-0.16105,-0.01035,0.00625,0.07569,1.01701,1.17806,0.00614,0.06425
delta,2017-01-01 14:00,-0.17647,-0.01134,0.00626,0.07679,1.01863,1.19510,0.00614,0.06425
delta,2017-01-01 14:15,-0.19114,-0.01228,0.00627,0.07783,1.02016,1.21130,0.00614,0.06425
delta,2017-01-01 14:30,-0.20500,-0.01317,0.00628,0.07881,1.02160,1.22660,0.00614,0.06425
delta,2017-01-01 14:45,-0.21798,-0.01401,0.00629,0.07973,1.02294,1.24092,0.00614,0.06425
delta,2017-01-01 15:00,-0.23002,-0.01478,0.00629,0.08058,1.02419,1.25421,0.00614,0.06425
delta,2017-01-01 15:15,-0.24109,-0.01549,0.00630,0.08137,1.02532,1.26641,0.00614,0.06425
delta,2017-01-01 15:30,-0.25111,-0.01613,0.00631,0.08208,1.02635,1.27746,0.00614,0.06425
delta,2017-01-01 15:45,-0.26008,-0.01671,0.00631,0.08271,1.02725,1.28733,0.00614,0.06425
delta,2017-01-01 16:00,-0.26792,-0.01721,0.00632,0.08327,1.02804,1.29596,0.00614,0.06425
delta,2017-01-01 16:15,-0.27462,-0.01764,0.00632,0.08374,1.02870,1.30332,0.00614,0.06425
delta,2017-01-01 16:30,-0.28014,-0.01800,0.00632,0.08413,1.02923,1.30937,0.00614,0.06425
delta,2017-01-01 16:45,-0.28447,-0.01828,0.00633,0.08443,1.02963,1.31410,0.00614,0.06425
delta,2017-01-01 17:00,-0.28758,-0.01848,0.00633,0.08465,1.02990,1.31748,0.00614,0.06425
delta,2017-01-01 17:15,-0.28946,-0.01860,0.00633,0.08478,1.03004,1.31950,0.00614,0.06425
delta,2017-01-01 17:30,-0.29010,-0.01864,0.00633,0.08482,1.03004,1.32014,0.00614,0.06425
delta,2017-01-01 17:45,-0.28950,-0.01860,0.00633,0.08477,1.02991,1.31941,0.00614,0.06425
delta,2017-01-01 18:00,-0.28767,-0.01848,0.00633,0.08464,1.02964,1.31731,0.00614,0.06425
delta,2017-01-01 18:15,-0.28461,-0.01829,0.00632,0.08441,1.02923,1.31384,0.00614,0.06425
delta,2017-01-01 18:30,-0.28032,-0.01801,0.00632,0.08410,1.02870,1.30902,0.00614,0.06425
delta,2017-01-01 18:45,-0.27485,-0.01766,0.00632,0.08371,1.02803,1.30288,0.00614,0.06425
delta,2017-01-01 19:00,-0.26819,-0.01723,0.00631,0.08323,1.02724,1.29543,0.00614,0.06425
delta,2017-01-01 19:15,-0.26039,-0.01673,0.00631,0.08267,1.02632,1.28671,0.00614,0.06425
delta,2017-01-01 19:30,-0.25148,-0.01616,0.00630,0.08203,1.02528,1.27676,0.00614,0.06425
delta,2017-01-01 19:45,-0.24150,-0.01552,0.00629,0.08132,1.02412,1.26562,0.00614,0.06425
delta,2017-01-01 20:00,-0.23048,-0.01481,0.00628,0.08053,1.02285,1.25333,0.00614,0.06425
delta,2017-01-01 20:15,-0.21847,-0.01404,0.00628,0.07967,1.02148,1.23995,0.00614,0.06425
delta,2017-01-01 20:30,-0.20554,-0.01321,0.00627,0.07874,1.02000,1.22554,0.00614,0.06425
delta,2017-01-01 20:45,-0.19174,-0.01232,0.00626,0.07775,1.01842,1.21016,0.00614,0.06425
delta,2017-01-01 21:00,-0.17710,-0.01138,0.00625,0.07671,1.01676,1.19386,0.00614,0.06425
delta,2017-01-01 21:15,-0.16173,-0.01039,0.00624,0.07561,1.01501,1.17674,0.00614,0.06425
delta,2017-01-01 21:30,-0.14565,-0.00936,0.00623,0.07446,1.01319,1.15884,0.00614,0.06425
delta,2017-01-01 21:45,-0.12896,-0.00829,0.00621,0.07326,1.01130,1.14026,0.00614,0.06425
delta,2017-01-01 22:00,-0.11171,-0.00718,0.00620,0.07203,1.00936,1.12107,0.00614,0.06425
delta,2017-01-01 22:15,-0.09399,-0.00604,0.00619,0.07076,1.00736,1.10135,0.00614,0.06425
delta,2017-01-01 22:30,-0.07589,-0.00488,0.00618,0.06947,1.00531,1.08120,0.00614,0.06425
delta,2017-01-01 22:45,-0.05744,-0.00369,0.00616,0.06815,1.00324,1.06068,0.00614,0.06425
delta,2017-01-01 23:00,-0.03877,-0.00249,0.00615,0.06681,1.00113,1.03990,0.00614,0.06425
delta,2017-01-01 23:15,-0.01992,-0.00128,0.00614,0.06547,0.99901,1.01893,0.00614,0.06425
delta,2017-01-01 23:30,-0.00100,-0.00006,0.00613,0.06411,0.99688,0.99788,0.00614,0.06425
delta,2017-01-01 23:45,0.01792,0.00115,0.00611,0.06276,0.99475,0.97683,0.00614,0.06425
delta,2017-01-02 00:00,0.03885,0.00249,0.00610,0.06141,0.99894,0.96009,0.00611,0.06397
delta,2017-01-02 00:15,0.05762,0.00369,0.00609,0.06008,0.99683,0.93921,0.00611,0.06397
delta,2017-01-02 00:30,0.07613,0.00487,0.00607,0.05876,0.99473,0.91860,0.00611,0.06397
delta,2017-01-02 00:45,0.09433,0.00603,0.00606,0.05747,0.99268,0.89835,0.00611,0.06397
delta,2017-01-02 01:00,0.11212,0.00717,0.00605,0.05620,0.99067,0.87855,0.00611,0.06397
delta,2017-01-02 01:15,0.12944,0.00828,0.00604,0.05497,0.98871,0.85927,0.00611,0.06397
delta,2017-01-02 01:30,0.14621,0.00935,0.00603,0.05377,0.98681,0.84060,0.00611,0.06397
delta,2017-01-02 01:45,0.16234,0.01038,0.00601,0.05262,0.98497,0.82263,0.00611,0.06397
delta,2017-01-02 02:00,0.17780,0.01137,0.00600,0.05152,0.98322,0.80542,0.00611,0.06397
delta,2017-01-02 02:15,0.19250,0.01231,0.00599,0.05047,0.98155,0.78905,0.00611,0.06397
delta,2017-01-02 02:30,0.20637,0.01320,0.00598,0.04948,0.97996,0.77359,0.00611,0.06397
delta,2017-01-02 02:45,0.21936,0.01403,0.00597,0.04856,0.97847,0.75911,0.00611,0.06397
delta,2017-01-02 03:00,0.23142,0.01480,0.00597,0.04770,0.97709,0.74567,0.00611,0.06397
delta,2017-01-02 03:15,0.24248,0.01551,0.00596,0.04691,0.97581,0.73333,0.00611,0.06397
delta,2017-01-02 03:30,0.25252,0.01615,0.00595,0.04619,0.97465,0.72213,0.00611,0.06397
delta,2017-01-02 03:45,0.26147,0.01673,0.00594,0.04555,0.97360,0.71213,0.00611,0.06397
delta,2017-01-02 04:00,0.26932,0.01723,0.00594,0.04499,0.97268,0.70336,0.00611,0.06397
delta,2017-01-02 04:15,0.27600,0.01766,0.00593,0.04451,0.97188,0.69588,0.00611,0.06397
delta,2017-01-02 04:30,0.28151,0.01801,0.00593,0.04412,0.97121,0.68970,0.00611,0.06397
delta,2017-01-02 04:45,0.28581,0.01828,0.00593,0.04381,0.97067,0.68486,0.00611,0.06397
delta,2017-01-02 05:00,0.28890,0.01848,0.00592,0.04359,0.97027,0.68137,0.00611,0.06397
delta,2017-01-02 05:15,0.29075,0.01860,0.00592,0.04345,0.97000,0.67925,0.00611,0.06397
delta,2017-01-02 05:30,0.29135,0.01864,0.00592,0.04340,0.96986,0.67851,0.00611,0.06397
delta,2017-01-02 05:45,0.29072,0.01860,0.00592,0.04344,0.96987,0.67915,0.00611,0.06397
delta,2017-01-02 06:00,0.28883,0.01848,0.00592,0.04357,0.97000,0.68117,0.00611,0.06397
delta,2017-01-02 06:15,0.28572,0.01828,0.00592,0.04379,0.97028,0.68456,0.00611,0.06397
delta,2017-01-02 06:30,0.28138,0.01800,0.00593,0.04409,0.97068,0.68930,0.00611,0.06397
delta,2017-01-02 06:45,0.27584,0.01765,0.00593,0.04448,0.97122,0.69538,0.00611,0.06397
delta,2017-01-02 07:00,0.26913,0.01722,0.00593,0.04495,0.97189,0.70276,0.00611,0.06397
delta,2017-01-02 07:15,0.26125,0.01671,0.00594,0.04551,0.97268,0.71143,0.00611,0.06397
delta,2017-01-02 07:30,0.25227,0.01614,0.00594,0.04614,0.97360,0.72133,0.00611,0.06397
delta,2017-01-02 07:45,0.24220,0.01549,0.00595,0.04685,0.97463,0.73243,0.00611,0.06397
delta,2017-01-02 08:00,0.23109,0.01478,0.00596,0.04763,0.97577,0.74468,0.00611,0.06397
delta,2017-01-02 08:15,0.21901,0.01401,0.00597,0.04849,0.97703,0.75802,0.00611,0.06397
delta,2017-01-02 08:30,0.20598,0.01318,0.00597,0.04941,0.97838,0.77240,0.00611,0.06397
delta,2017-01-02 08:45,0.19208,0.01229,0.00598,0.05039,0.97984,0.78776,0.00611,0.06397
delta,2017-01-02 09:00,0.17734,0.01134,0.00599,0.05143,0.98138,0.80404,0.00611,0.06397
delta,2017-01-02 09:15,0.16185,0.01035,0.00600,0.05253,0.98300,0.82115,0.00611,0.06397
delta,2017-01-02 09:30,0.14567,0.00932,0.00601,0.05367,0.98470,0.83903,0.00611,0.06397
delta,2017-01-02 09:45,0.12887,0.00824,0.00602,0.05486,0.98647,0.85760,0.00611,0.06397
delta,2017-01-02 10:00,0.11152,0.00713,0.00603,0.05609,0.98830,0.87678,0.00611,0.06397
delta,2017-01-02 10:15,0.09369,0.00599,0.00605,0.05735,0.99018,0.89649,0.00611,0.06397
delta,2017-01-02 10:30,0.07546,0.00483,0.00606,0.05864,0.99211,0.91665,0.00611,0.06397
delta,2017-01-02 10:45,0.05690,0.00364,0.00607,0.05995,0.99407,0.93717,0.00611,0.06397
delta,2017-01-02 11:00,0.03810,0.00244,0.00608,0.06128,0.99605,0.95795,0.00611,0.06397
delta,2017-01-02 11:15,0.01915,0.00123,0.00609,0.06262,0.99806,0.97891,0.00611,0.06397
delta,2017-01-02 11:30,0.00010,0.00001,0.00611,0.06397,1.00007,0.99997,0.00611,0.06397
delta,2017-01-02 11:45,-0.01894,-0.00121,0.00612,0.06531,1.00209,1.02103,0.00611,0.06397
delta,2017-01-02 12:00,-0.03790,-0.00242,0.00613,0.06665,1.00409,1.04199,0.00611,0.06397
delta,2017-01-02 12:15,-0.05670,-0.00363,0.00614,0.06798,1.00608,1.06278,0.00611,0.06397
delta,2017-01-02 12:30,-0.07525,-0.00481,0.00615,0.06930,1.00804,1.08329,0.00611,0.06397
delta,2017-01-02 12:45,-0.09349,-0.00598,0.00617,0.07058,1.00996,1.10345,0.00611,0.06397
delta,2017-01-02 13:00,-0.11132,-0.00712,0.00618,0.07185,1.01185,1.12317,0.00611,0.06397
delta,2017-01-02 13:15,-0.12868,-0.00823,0.00619,0.07307,1.01368,1.14236,0.00611,0.06397
delta,2017-01-02 13:30,-0.14548,-0.00931,0.00620,0.07426,1.01545,1.16093,0.00611,0.06397
delta,2017-01-02 13:45,-0.16167,-0.01034,0.00621,0.07541,1.01715,1.17882,0.00611,0.06397
delta,2017-01-02 14:00,-0.17717,-0.01133,0.00622,0.07650,1.01877,1.19594,0.00611,0.06397
delta,2017-01-02 14:15,-0.19190,-0.01228,0.00623,0.07754,1.02032,1.21222,0.00611,0.06397
delta,2017-01-02 14:30,-0.20582,-0.01317,0.00624,0.07853,1.02177,1.22759,0.00611,0.06397
delta,2017-01-02 14:45,-0.21885,-0.01400,0.00625,0.07945,1.02313,1.24198,0.00611,0.06397
delta,2017-01-02 15:00,-0.23094,-0.01477,0.00625,0.08030,1.02439,1.25533,0.00611,0.06397
delta,2017-01-02 15:15,-0.24206,-0.01548,0.00626,0.08108,1.02553,1.26759,0.00611,0.06397
delta,2017-01-02 15:30,-0.25213,-0.01613,0.00627,0.08180,1.02657,1.27870,0.00611,0.06397
delta,2017-01-02 15:45,-0.26113,-0.01670,0.00627,0.08243,1.02748,1.28861,0.00611,0.06397
delta,2017-01-02 16:00,-0.26901,-0.01721,0.00628,0.08298,1.02828,1.29729,0.00611,0.06397
delta,2017-01-02 16:15,-0.27574,-0.01764,0.00628,0.08346,1.02895,1.30469,0.00611,0.06397
delta,2017-01-02 16:30,-0.28129,-0.01799,0.00629,0.08385,1.02949,1.31078,0.00611,0.06397
delta,2017-01-02 16:45,-0.28563,-0.01827,0.00629,0.08415,1.02990,1.31553,0.00611,0.06397
delta,2017-01-02 17:00,-0.28877,-0.01847,0.00629,0.08437,1.03017,1.31894,0.00611,0.06397
delta,2017-01-02 17:15,-0.29065,-0.01859,0.00629,0.08450,1.03032,1.32097,0.00611,0.06397
delta,2017-01-02 17:30,-0.29130,-0.01863,0.00629,0.08454,1.03032,1.32162,0.00611,0.06397
delta,2017-01-02 17:45,-0.29070,-0.01860,0.00629,0.08449,1.03019,1.32089,0.00611,0.06397
delta,2017-01-02 18:00,-0.28887,-0.01848,0.00629,0.08436,1.02992,1.31879,0.00611,0.06397
delta,2017-01-02 18:15,-0.28579,-0.01828,0.00629,0.08414,1.02952,1.31531,0.00611,0.06397
delta,2017-01-02 18:30,-0.28149,-0.01801,0.00628,0.08383,1.02899,1.31048,0.00611,0.06397
delta,2017-01-02 18:45,-0.27599,-0.01766,0.00628,0.08343,1.02832,1.30431,0.00611,0.06397
delta,2017-01-02 19:00,-0.26931,-0.01723,0.00627,0.08296,1.02753,1.29684,0.00611,0.06397
delta,2017-01-02 19:15,-0.26148,-0.01673,0.00627,0.08240,1.02661,1.28809,0.00611,0.06397
delta,2017-01-02 19:30,-0.25254,-0.01615,0.00626,0.08176,1.02556,1.27810,0.00611,0.06397
delta,2017-01-02 19:45,-0.24251,-0.01551,0.00625,0.08104,1.02440,1.26691,0.00611,0.06397
delta,2017-01-02 20:00,-0.23145,-0.01481,0.00625,0.08025,1.02313,1.25458,0.00611,0.06397
delta,2017-01-02 20:15,-0.21939,-0.01403,0.00624,0.07939,1.02175,1.24114,0.00611,0.06397
delta,2017-01-02 20:30,-0.20640,-0.01320,0.00623,0.07847,1.02027,1.22667,0.00611,0.06397
delta,2017-01-02 20:45,-0.19254,-0.01232,0.00622,0.07748,1.01869,1.21123,0.00611,0.06397
delta,2017-01-02 21:00,-0.17785,-0.01138,0.00621,0.07643,1.01702,1.19487,0.00611,0.06397
delta,2017-01-02 21:15,-0.16241,-0.01039,0.00620,0.07533,1.01526,1.17767,0.00611,0.06397
delta,2017-01-02 21:30,-0.14626,-0.00936,0.00619,0.07418,1.01344,1.15970,0.00611,0.06397
delta,2017-01-02 21:45,-0.12950,-0.00828,0.00618,0.07299,1.01154,1.14104,0.00611,0.06397
delta,2017-01-02 22:00,-0.11219,-0.00718,0.00616,0.07176,1.00958,1.12177,0.00611,0.06397
delta,2017-01-02 22:15,-0.09439,-0.00604,0.00615,0.07049,1.00758,1.10197,0.00611,0.06397
delta,2017-01-02 22:30,-0.07621,-0.00488,0.00614,0.06920,1.00552,1.08173,0.00611,0.06397
delta,2017-01-02 22:45,-0.05769,-0.00369,0.00613,0.06788,1.00344,1.06113,0.00611,0.06397
delta,2017-01-02 23:00,-0.03893,-0.00249,0.00611,0.06654,1.00132,1.04025,0.00611,0.06397
delta,2017-01-02 23:15,-0.02001,-0.00128,0.00610,0.06520,0.99919,1.01920,0.00611,0.06397
delta,2017-01-02 23:30,-0.00101,-0.00006,0.00609,0.06384,0.99705,0.99806,0.00611,0.06397
delta,2017-01-02 23:45,0.01800,0.00115,0.00607,0.06249,0.99491,0.97691,0.00611,0.06397
delta,2017-01-03 00:00,0.03891,0.00248,0.00606,0.06114,0.99875,0.95984,0.00607,0.06370
delta,2017-01-03 00:15,0.05774,0.00368,0.00605,0.05981,0.99662,0.93888,0.00607,0.06370
delta,2017-01-03 00:30,0.07633,0.00486,0.00604,0.05849,0.99452,0.91819,0.00607,0.06370
delta,2017-01-03 00:45,0.09460,0.00603,0.00602,0.05720,0.99246,0.89786,0.00607,0.06370
delta,2017-01-03 01:00,0.11247,0.00716,0.00601,0.05593,0.99044,0.87797,0.00607,0.06370
delta,2017-01-03 01:15,0.12985,0.00827,0.00600,0.05470,0.98847,0.85862,0.00607,0.06370
delta,2017-01-03 01:30,0.14669,0.00934,0.00599,0.05350,0.98656,0.83987,0.00607,0.06370
delta,2017-01-03 01:45,0.16290,0.01038,0.00598,0.05235,0.98472,0.82182,0.00607,0.06370
delta,2017-01-03 02:00,0.17842,0.01137,0.00597,0.05125,0.98296,0.80454,0.00607,0.06370
delta,2017-01-03 02:15,0.19317,0.01230,0.00596,0.05020,0.98128,0.78811,0.00607,0.06370
delta,2017-01-03 02:30,0.20710,0.01319,0.00595,0.04922,0.97969,0.77259,0.00607,0.06370
delta,2017-01-03 02:45,0.22016,0.01402,0.00594,0.04829,0.97820,0.75804,0.00607,0.06370
delta,2017-01-03 03:00,0.23226,0.01479,0.00593,0.04743,0.97681,0.74455,0.00607,0.06370
delta,2017-01-03 03:15,0.24338,0.01550,0.00592,0.04664,0.97553,0.73215,0.00607,0.06370
delta,2017-01-03 03:30,0.25346,0.01615,0.00591,0.04592,0.97436,0.72090,0.00607,0.06370
delta,2017-01-03 03:45,0.26245,0.01672,0.00591,0.04528,0.97331,0.71086,0.00607,0.06370
delta,2017-01-03 04:00,0.27033,0.01722,0.00590,0.04472,0.97239,0.70206,0.00607,0.06370
delta,2017-01-03 04:15,0.27705,0.01765,0.00590,0.04424,0.97159,0.69454,0.00607,0.06370
delta,2017-01-03 04:30,0.28258,0.01800,0.00589,0.04385,0.97092,0.68834,0.00607,0.06370
delta,2017-01-03 04:45,0.28691,0.01828,0.00589,0.04354,0.97038,0.68347,0.00607,0.06370
delta,2017-01-03 05:00,0.29001,0.01847,0.00589,0.04332,0.96998,0.67997,0.00607,0.06370
delta,2017-01-03 05:15,0.29187,0.01859,0.00589,0.04318,0.96971,0.67784,0.00607,0.06370
delta,2017-01-03 05:30,0.29249,0.01863,0.00588,0.04313,0.96958,0.67709,0.00607,0.06370
delta,2017-01-03 05:45,0.29184,0.01859,0.00588,0.04317,0.96958,0.67774,0.00607,0.06370
delta,2017-01-03 06:00,0.28997,0.01847,0.00589,0.04330,0.96973,0.67976,0.00607,0.06370
delta,2017-01-03 06:15,0.28683,0.01827,0.00589,0.04352,0.97000,0.68317,0.00607,0.06370
delta,2017-01-03 06:30,0.28249,0.01799,0.00589,0.04382,0.97042,0.68793,0.00607,0.06370
delta,2017-01-03 06:45,0.27693,0.01764,0.00589,0.04421,0.97096,0.69403,0.00607,0.06370
delta,2017-01-03 07:00,0.27019,0.01721,0.00590,0.04468,0.97164,0.70145,0.00607,0.06370
delta,2017-01-03 07:15,0.26229,0.01671,0.00590,0.04524,0.97244,0.71015,0.00607,0.06370
delta,2017-01-03 07:30,0.25327,0.01613,0.00591,0.04587,0.97336,0.72009,0.00607,0.06370
delta,2017-01-03 07:45,0.24316,0.01549,0.00591,0.04658,0.97440,0.73124,0.00607,0.06370
delta,2017-01-03 08:00,0.23203,0.01478,0.00592,0.04736,0.97556,0.74353,0.00607,0.06370
delta,2017-01-03 08:15,0.21990,0.01401,0.00593,0.04822,0.97683,0.75693,0.00607,0.06370
delta,2017-01-03 08:30,0.20681,0.01317,0.00594,0.04914,0.97819,0.77138,0.00607,0.06370
delta,2017-01-03 08:45,0.19286,0.01229,0.00595,0.05012,0.97966,0.78680,0.00607,0.06370
delta,2017-01-03 09:00,0.17807,0.01134,0.00596,0.05116,0.98121,0.80314,0.00607,0.06370
delta,2017-01-03 09:15,0.16253,0.01035,0.00597,0.05226,0.98285,0.82032,0.00607,0.06370
delta,2017-01-03 09:30,0.14629,0.00932,0.00598,0.05340,0.98457,0.83828,0.00607,0.06370
delta,2017-01-03 09:45,0.12942,0.00824,0.00599,0.05459,0.98635,0.85693,0.00607,0.06370
delta,2017-01-03 10:00,0.11200,0.00713,0.00600,0.05582,0.98819,0.87619,0.00607,0.06370
delta,2017-01-03 10:15,0.09410,0.00599,0.00601,0.05708,0.99009,0.89599,0.00607,0.06370
delta,2017-01-03 10:30,0.07580,0.00483,0.00602,0.05837,0.99203,0.91623,0.00607,0.06370
delta,2017-01-03 10:45,0.05718,0.00364,0.00603,0.05968,0.99401,0.93683,0.00607,0.06370
delta,2017-01-03 11:00,0.03830,0.00244,0.00604,0.06101,0.99601,0.95771,0.00607,0.06370
delta,2017-01-03 11:15,0.01927,0.00123,0.00606,0.06235,0.99803,0.97876,0.00607,0.06370
delta,2017-01-03 11:30,0.00015,0.00001,0.00607,0.06370,1.00006,0.99991,0.00607,0.06370
delta,2017-01-03 11:45,-0.01896,-0.00121,0.00608,0.06504,1.00209,1.02105,0.00607,0.06370
delta,2017-01-03 12:00,-0.03800,-0.00242,0.00609,0.06638,1.00411,1.04211,0.00607,0.06370
delta,2017-01-03 12:15,-0.05688,-0.00362,0.00611,0.06771,1.00611,1.06299,0.00607,0.06370
delta,2017-01-03 12:30,-0.07550,-0.00481,0.00612,0.06903,1.00809,1.08359,0.00607,0.06370
delta,2017-01-03 12:45,-0.09381,-0.00598,0.00613,0.07032,1.01003,1.10384,0.00607,0.06370
delta,2017-01-03 13:00,-0.11171,-0.00712,0.00614,0.07158,1.01193,1.12364,0.00607,0.06370
delta,2017-01-03 13:15,-0.12913,-0.00823,0.00615,0.07281,1.01378,1.14291,0.00607,0.06370
delta,2017-01-03 13:30,-0.14601,-0.00930,0.00616,0.07399,1.01556,1.16157,0.00607,0.06370
delta,2017-01-03 13:45,-0.16226,-0.01034,0.00617,0.07514,1.01728,1.17954,0.00607,0.06370
delta,2017-01-03 14:00,-0.17782,-0.01133,0.00618,0.07623,1.01892,1.19674,0.00607,0.06370
delta,2017-01-03 14:15,-0.19262,-0.01227,0.00619,0.07728,1.02047,1.21309,0.00607,0.06370
delta,2017-01-03 14:30,-0.20659,-0.01316,0.00620,0.07826,1.02194,1.22853,0.00607,0.06370
delta,2017-01-03 14:45,-0.21967,-0.01399,0.00621,0.07918,1.02331,1.24298,0.00607,0.06370
