CustomerID,datetime,NormDelta,AbsDelta,Leaders,Others,NormLeaders,NormOthers,DailyAvgLeaders,DailyAvgOthers
delta,2017-01-01 10:00,0.02997,0.03362,1.41302,0.99087,0.91329,0.88332,1.54719,1.12175
delta,2017-01-01 10:15,0.02516,0.02822,1.43450,1.01182,0.92716,0.90200,1.54719,1.12175
delta,2017-01-01 10:30,0.02025,0.02272,1.45645,1.03325,0.94135,0.92110,1.54719,1.12175
delta,2017-01-01 10:45,0.01526,0.01712,1.47880,1.05505,0.95580,0.94054,1.54719,1.12175
delta,2017-01-01 11:00,0.01019,0.01143,1.50143,1.07715,0.97043,0.96024,1.54719,1.12175
delta,2017-01-01 11:15,0.00508,0.00570,1.52427,1.09943,0.98519,0.98011,1.54719,1.12175
delta,2017-01-01 11:30,-0.00005,-0.00006,1.54720,1.12182,1.00001,1.00006,1.54719,1.12175
delta,2017-01-01 11:45,-0.00518,-0.00581,1.57013,1.14420,1.01483,1.02001,1.54719,1.12175
delta,2017-01-01 12:00,-0.01029,-0.01154,1.59297,1.16648,1.02959,1.03988,1.54719,1.12175
delta,2017-01-01 12:15,-0.01536,-0.01723,1.61561,1.18858,1.04422,1.05958,1.54719,1.12175
delta,2017-01-01 12:30,-0.02036,-0.02284,1.63795,1.21039,1.05866,1.07902,1.54719,1.12175
delta,2017-01-01 12:45,-0.02527,-0.02835,1.65991,1.23181,1.07285,1.09812,1.54719,1.12175
delta,2017-01-01 13:00,-0.03007,-0.03373,1.68138,1.25277,1.08673,1.11680,1.54719,1.12175
delta,2017-01-01 13:15,-0.03474,-0.03897,1.70228,1.27316,1.10024,1.13498,1.54719,1.12175
delta,2017-01-01 13:30,-0.03926,-0.04404,1.72251,1.29290,1.11332,1.15258,1.54719,1.12175
delta,2017-01-01 13:45,-0.04361,-0.04892,1.74199,1.31191,1.12591,1.16952,1.54719,1.12175
delta,2017-01-01 14:00,-0.04778,-0.05360,1.76064,1.33010,1.13796,1.18574,1.54719,1.12175
delta,2017-01-01 14:15,-0.05174,-0.05804,1.77837,1.34740,1.14942,1.20116,1.54719,1.12175
delta,2017-01-01 14:30,-0.05547,-0.06222,1.79511,1.36373,1.16024,1.21571,1.54719,1.12175
delta,2017-01-01 14:45,-0.05897,-0.06615,1.81079,1.37901,1.17037,1.22934,1.54719,1.12175
delta,2017-01-01 15:00,-0.06221,-0.06978,1.82533,1.39319,1.17977,1.24198,1.54719,1.12175
delta,2017-01-01 15:15,-0.06519,-0.07313,1.83869,1.40621,1.18840,1.25359,1.54719,1.12175
delta,2017-01-01 15:30,-0.06787,-0.07613,1.85079,1.41800,1.19623,1.26410,1.54719,1.12175
delta,2017-01-01 15:45,-0.07027,-0.07883,1.86159,1.42852,1.20321,1.27348,1.54719,1.12175
delta,2017-01-01 16:00,-0.07236,-0.08117,1.87104,1.43772,1.20932,1.28168,1.54719,1.12175
delta,2017-01-01 16:15,-0.07414,-0.08317,1.87911,1.44556,1.21453,1.28867,1.54719,1.12175
delta,2017-01-01 16:30,-0.07560,-0.08480,1.88575,1.45201,1.21882,1.29442,1.54719,1.12175
delta,2017-01-01 16:45,-0.07673,-0.08607,1.89094,1.45704,1.22217,1.29890,1.54719,1.12175
delta,2017-01-01 17:00,-0.07753,-0.08697,1.89465,1.46063,1.22457,1.30210,1.54719,1.12175
delta,2017-01-01 17:15,-0.07799,-0.08749,1.89687,1.46276,1.22601,1.30400,1.54719,1.12175
delta,2017-01-01 17:30,-0.07811,-0.08762,1.89759,1.46343,1.22648,1.30459,1.54719,1.12175
delta,2017-01-01 17:45,-0.07790,-0.08738,1.89681,1.46262,1.22597,1.30387,1.54719,1.12175
delta,2017-01-01 18:00,-0.07735,-0.08677,1.89453,1.46034,1.22450,1.30185,1.54719,1.12175
delta,2017-01-01 18:15,-0.07646,-0.08577,1.89076,1.45661,1.22206,1.29852,1.54719,1.12175
delta,2017-01-01 18:30,-0.07524,-0.08440,1.88551,1.45144,1.21867,1.29391,1.54719,1.12175
delta,2017-01-01 18:45,-0.07369,-0.08266,1.87881,1.44484,1.21434,1.28803,1.54719,1.12175
delta,2017-01-01 19:00,-0.07182,-0.08056,1.87068,1.43686,1.20909,1.28091,1.54719,1.12175
delta,2017-01-01 19:15,-0.06964,-0.07812,1.86117,1.42751,1.20294,1.27258,1.54719,1.12175
delta,2017-01-01 19:30,-0.06715,-0.07533,1.85031,1.41685,1.19592,1.26307,1.54719,1.12175
delta,2017-01-01 19:45,-0.06437,-0.07221,1.83815,1.40491,1.18806,1.25243,1.54719,1.12175
delta,2017-01-01 20:00,-0.06130,-0.06876,1.82473,1.39175,1.17939,1.24069,1.54719,1.12175
delta,2017-01-01 20:15,-0.05798,-0.06504,1.81012,1.37742,1.16994,1.22792,1.54719,1.12175
delta,2017-01-01 20:30,-0.05440,-0.06102,1.79439,1.36199,1.15977,1.21417,1.54719,1.12175
delta,2017-01-01 20:45,-0.05057,-0.05673,1.77759,1.34552,1.14891,1.19948,1.54719,1.12175
delta,2017-01-01 21:00,-0.04652,-0.05218,1.75979,1.32807,1.13741,1.18393,1.54719,1.12175
delta,2017-01-01 21:15,-0.04226,-0.04741,1.74108,1.30974,1.12532,1.16758,1.54719,1.12175
delta,2017-01-01 21:30,-0.03782,-0.04242,1.72154,1.29058,1.11269,1.15051,1.54719,1.12175
delta,2017-01-01 21:45,-0.03321,-0.03725,1.70124,1.27069,1.09957,1.13278,1.54719,1.12175
delta,2017-01-01 22:00,-0.02845,-0.03191,1.68028,1.25015,1.08602,1.11447,1.54719,1.12175
delta,2017-01-01 22:15,-0.02355,-0.02642,1.65875,1.22905,1.07210,1.09565,1.54719,1.12175
delta,2017-01-01 22:30,-0.01855,-0.02081,1.63673,1.20747,1.05787,1.07642,1.54719,1.12175
delta,2017-01-01 22:45,-0.01346,-0.01510,1.61432,1.18552,1.04339,1.05685,1.54719,1.12175
delta,2017-01-01 23:00,-0.00831,-0.00932,1.59161,1.16327,1.02871,1.03702,1.54719,1.12175
delta,2017-01-01 23:15,-0.00311,-0.00349,1.56871,1.14084,1.01391,1.01702,1.54719,1.12175
delta,2017-01-01 23:30,0.00212,0.00238,1.54571,1.11831,0.99905,0.99693,1.54719,1.12175
delta,2017-01-01 23:45,0.00734,0.00823,1.52272,1.09577,0.98418,0.97684,1.54719,1.12175
delta,2017-01-02 00:00,0.00841,0.00937,1.49982,1.07334,0.97133,0.96292,1.54408,1.11466
delta,2017-01-02 00:15,0.01366,0.01523,1.47711,1.05109,0.95663,0.94297,1.54408,1.11466
delta,2017-01-02 00:30,0.01884,0.02100,1.45470,1.02913,0.94211,0.92327,1.54408,1.11466
delta,2017-01-02 00:45,0.02394,0.02668,1.43268,1.00756,0.92785,0.90391,1.54408,1.11466
delta,2017-01-02 01:00,0.02892,0.03224,1.41114,0.98645,0.91390,0.88498,1.54408,1.11466
delta,2017-01-02 01:15,0.03377,0.03764,1.39017,0.96591,0.90032,0.86655,1.54408,1.11466
delta,2017-01-02 01:30,0.03848,0.04289,1.36987,0.94602,0.88718,0.84870,1.54408,1.11466
delta,2017-01-02 01:45,0.04301,0.04794,1.35033,0.92686,0.87452,0.83151,1.54408,1.11466
delta,2017-01-02 02:00,0.04734,0.05277,1.33161,0.90852,0.86240,0.81506,1.54408,1.11466
delta,2017-01-02 02:15,0.05146,0.05736,1.31382,0.89107,0.85087,0.79941,1.54408,1.11466
delta,2017-01-02 02:30,0.05536,0.06171,1.29701,0.87459,0.83999,0.78463,1.54408,1.11466
delta,2017-01-02 02:45,0.05901,0.06578,1.28127,0.85916,0.82979,0.77078,1.54408,1.11466
delta,2017-01-02 03:00,0.06241,0.06957,1.26665,0.84483,0.82033,0.75792,1.54408,1.11466
delta,2017-01-02 03:15,0.06553,0.07304,1.25323,0.83166,0.81164,0.74611,1.54408,1.11466
delta,2017-01-02 03:30,0.06836,0.07620,1.24106,0.81972,0.80375,0.73539,1.54408,1.11466
delta,2017-01-02 03:45,0.07090,0.07903,1.23020,0.80905,0.79672,0.72582,1.54408,1.11466
delta,2017-01-02 04:00,0.07312,0.08150,1.22068,0.79970,0.79055,0.71743,1.54408,1.11466
delta,2017-01-02 04:15,0.07502,0.08362,1.21254,0.79170,0.78528,0.71026,1.54408,1.11466
delta,2017-01-02 04:30,0.07660,0.08538,1.20584,0.78510,0.78094,0.70434,1.54408,1.11466
delta,2017-01-02 04:45,0.07785,0.08678,1.20058,0.77992,0.77754,0.69969,1.54408,1.11466
delta,2017-01-02 05:00,0.07875,0.08778,1.19680,0.77618,0.77509,0.69634,1.54408,1.11466
delta,2017-01-02 05:15,0.07932,0.08841,1.19451,0.77390,0.77361,0.69429,1.54408,1.11466
delta,2017-01-02 05:30,0.07954,0.08866,1.19373,0.77309,0.77310,0.69356,1.54408,1.11466
delta,2017-01-02 05:45,0.07941,0.08852,1.19444,0.77375,0.77356,0.69415,1.54408,1.11466
delta,2017-01-02 06:00,0.07893,0.08798,1.19666,0.77587,0.77499,0.69606,1.54408,1.11466
delta,2017-01-02 06:15,0.07812,0.08708,1.20036,0.77946,0.77739,0.69927,1.54408,1.11466
delta,2017-01-02 06:30,0.07697,0.08580,1.20554,0.78448,0.78075,0.70378,1.54408,1.11466
delta,2017-01-02 06:45,0.07548,0.08413,1.21218,0.79093,0.78505,0.70957,1.54408,1.11466
delta,2017-01-02 07:00,0.07366,0.08211,1.22023,0.79876,0.79026,0.71660,1.54408,1.11466
delta,2017-01-02 07:15,0.07153,0.07973,1.22968,0.80796,0.79638,0.72485,1.54408,1.11466
delta,2017-01-02 07:30,0.06909,0.07701,1.24048,0.81848,0.80337,0.73428,1.54408,1.11466
delta,2017-01-02 07:45,0.06635,0.07396,1.25257,0.83027,0.81121,0.74486,1.54408,1.11466
delta,2017-01-02 08:00,0.06332,0.07058,1.26592,0.84328,0.81985,0.75653,1.54408,1.11466
delta,2017-01-02 08:15,0.06002,0.06690,1.28046,0.85746,0.82927,0.76925,1.54408,1.11466
delta,2017-01-02 08:30,0.05646,0.06293,1.29614,0.87274,0.83942,0.78296,1.54408,1.11466
delta,2017-01-02 08:45,0.05265,0.05869,1.31287,0.88907,0.85026,0.79761,1.54408,1.11466
delta,2017-01-02 09:00,0.04862,0.05419,1.33060,0.90636,0.86174,0.81312,1.54408,1.11466
delta,2017-01-02 09:15,0.04437,0.04946,1.34924,0.92455,0.87381,0.82944,1.54408,1.11466
delta,2017-01-02 09:30,0.03994,0.04452,1.36872,0.94356,0.88643,0.84649,1.54408,1.11466
delta,2017-01-02 09:45,0.03532,0.03937,1.38895,0.96330,0.89953,0.86421,1.54408,1.11466
delta,2017-01-02 10:00,0.03056,0.03406,1.40985,0.98369,0.91306,0.88250,1.54408,1.11466
delta,2017-01-02 10:15,0.02567,0.02861,1.43132,1.00465,0.92697,0.90130,1.54408,1.11466
delta,2017-01-02 10:30,0.02066,0.02303,1.45328,1.02608,0.94119,0.92053,1.54408,1.11466
delta,2017-01-02 10:45,0.01557,0.01736,1.47562,1.04789,0.95566,0.94009,1.54408,1.11466
delta,2017-01-02 11:00,0.01040,0.01159,1.49826,1.06999,0.97032,0.95992,1.54408,1.11466
delta,2017-01-02 11:15,0.00520,0.00580,1.52110,1.09228,0.98511,0.97991,1.54408,1.11466
delta,2017-01-02 11:30,-0.00004,-0.00004,1.54403,1.11466,0.99996,1.00000,1.54408,1.11466
delta,2017-01-02 11:45,-0.00526,-0.00586,1.56696,1.13705,1.01482,1.02008,1.54408,1.11466
delta,2017-01-02 12:00,-0.01047,-0.01167,1.58980,1.15934,1.02961,1.04008,1.54408,1.11466
delta,2017-01-02 12:15,-0.01564,-0.01743,1.61244,1.18144,1.04427,1.05991,1.54408,1.11466
delta,2017-01-02 12:30,-0.02074,-0.02312,1.63479,1.20325,1.05874,1.07948,1.54408,1.11466
delta,2017-01-02 12:45,-0.02573,-0.02868,1.65675,1.22469,1.07297,1.09870,1.54408,1.11466
delta,2017-01-02 13:00,-0.03064,-0.03415,1.67823,1.24565,1.08687,1.11751,1.54408,1.11466
delta,2017-01-02 13:15,-0.03540,-0.03946,1.69913,1.26605,1.10041,1.13581,1.54408,1.11466
delta,2017-01-02 13:30,-0.04001,-0.04460,1.71937,1.28579,1.11352,1.15353,1.54408,1.11466
delta,2017-01-02 13:45,-0.04444,-0.04954,1.73885,1.30481,1.12614,1.17058,1.54408,1.11466
delta,2017-01-02 14:00,-0.04869,-0.05427,1.75750,1.32301,1.13822,1.18691,1.54408,1.11466
delta,2017-01-02 14:15,-0.05273,-0.05878,1.77524,1.34031,1.14970,1.20243,1.54408,1.11466
delta,2017-01-02 14:30,-0.05654,-0.06302,1.79198,1.35664,1.16055,1.21709,1.54408,1.11466
delta,2017-01-02 14:45,-0.06011,-0.06700,1.80766,1.37194,1.17070,1.23081,1.54408,1.11466
delta,2017-01-02 15:00,-0.06341,-0.07068,1.82221,1.38613,1.18013,1.24354,1.54408,1.11466
delta,2017-01-02 15:15,-0.06644,-0.07406,1.83557,1.39915,1.18878,1.25522,1.54408,1.11466
delta,2017-01-02 15:30,-0.06919,-0.07712,1.84768,1.41095,1.19662,1.26581,1.54408,1.11466
delta,2017-01-02 15:45,-0.07163,-0.07984,1.85849,1.42148,1.20362,1.27525,1.54408,1.11466
delta,2017-01-02 16:00,-0.07377,-0.08223,1.86795,1.43069,1.20974,1.28351,1.54408,1.11466
delta,2017-01-02 16:15,-0.07559,-0.08426,1.87602,1.43854,1.21497,1.29056,1.54408,1.11466
delta,2017-01-02 16:30,-0.07708,-0.08592,1.88266,1.44500,1.21927,1.29635,1.54408,1.11466
delta,2017-01-02 16:45,-0.07823,-0.08720,1.88786,1.45003,1.22264,1.30087,1.54408,1.11466
delta,2017-01-02 17:00,-0.07905,-0.08811,1.89158,1.45363,1.22505,1.30410,1.54408,1.11466
delta,2017-01-02 17:15,-0.07953,-0.08865,1.89380,1.45577,1.22649,1.30602,1.54408,1.11466
delta,2017-01-02 17:30,-0.07966,-0.08879,1.89453,1.45644,1.22696,1.30662,1.54408,1.11466
delta,2017-01-02 17:45,-0.07944,-0.08855,1.89376,1.45564,1.22646,1.30590,1.54408,1.11466
delta,2017-01-02 18:00,-0.07889,-0.08794,1.89148,1.45338,1.22498,1.30387,1.54408,1.11466
delta,2017-01-02 18:15,-0.07798,-0.08692,1.88771,1.44965,1.22255,1.30053,1.54408,1.11466
delta,2017-01-02 18:30,-0.07674,-0.08554,1.88247,1.44449,1.21915,1.29589,1.54408,1.11466
delta,2017-01-02 18:45,-0.07516,-0.08378,1.87578,1.43790,1.21482,1.28998,1.54408,1.11466
delta,2017-01-02 19:00,-0.07327,-0.08167,1.86766,1.42992,1.20956,1.28283,1.54408,1.11466
delta,2017-01-02 19:15,-0.07105,-0.07920,1.85815,1.42058,1.20340,1.27445,1.54408,1.11466
delta,2017-01-02 19:30,-0.06852,-0.07638,1.84730,1.40993,1.19637,1.26489,1.54408,1.11466
delta,2017-01-02 19:45,-0.06569,-0.07322,1.83514,1.39800,1.18850,1.25419,1.54408,1.11466
delta,2017-01-02 20:00,-0.06258,-0.06976,1.82173,1.38485,1.17981,1.24239,1.54408,1.11466
delta,2017-01-02 20:15,-0.05919,-0.06598,1.80713,1.37053,1.17035,1.22954,1.54408,1.11466
delta,2017-01-02 20:30,-0.05553,-0.06190,1.79139,1.35510,1.16017,1.21570,1.54408,1.11466
delta,2017-01-02 20:45,-0.05164,-0.05756,1.77460,1.33864,1.14929,1.20093,1.54408,1.11466
delta,2017-01-02 21:00,-0.04752,-0.05297,1.75681,1.32120,1.13777,1.18529,1.54408,1.11466
delta,2017-01-02 21:15,-0.04320,-0.04815,1.73810,1.30287,1.12565,1.16885,1.54408,1.11466
delta,2017-01-02 21:30,-0.03867,-0.04310,1.71856,1.28372,1.11300,1.15167,1.54408,1.11466
delta,2017-01-02 21:45,-0.03397,-0.03787,1.69827,1.26384,1.09986,1.13383,1.54408,1.11466
delta,2017-01-02 22:00,-0.02913,-0.03247,1.67732,1.24330,1.08628,1.11541,1.54408,1.11466
delta,2017-01-02 22:15,-0.02414,-0.02691,1.65578,1.22221,1.07234,1.09648,1.54408,1.11466
delta,2017-01-02 22:30,-0.01905,-0.02123,1.63376,1.20064,1.05808,1.07713,1.54408,1.11466
delta,2017-01-02 22:45,-0.01387,-0.01546,1.61136,1.17869,1.04357,1.05744,1.54408,1.11466
delta,2017-01-02 23:00,-0.00862,-0.00961,1.58866,1.15645,1.02887,1.03749,1.54408,1.11466
delta,2017-01-02 23:15,-0.00332,-0.00370,1.56576,1.13402,1.01404,1.01736,1.54408,1.11466
delta,2017-01-02 23:30,0.00199,0.00222,1.54276,1.11149,0.99914,0.99715,1.54408,1.11466
delta,2017-01-02 23:45,0.00731,0.00815,1.51977,1.08896,0.98425,0.97694,1.54408,1.11466
delta,2017-01-03 00:00,0.00870,0.00964,1.49687,1.06653,0.97126,0.96256,1.54117,1.10801
delta,2017-01-03 00:15,0.01403,0.01555,1.47416,1.04429,0.95652,0.94249,1.54117,1.10801
delta,2017-01-03 00:30,0.01930,0.02138,1.45175,1.02233,0.94198,0.92268,1.54117,1.10801
delta,2017-01-03 00:45,0.02448,0.02712,1.42973,1.00076,0.92769,0.90321,1.54117,1.10801
delta,2017-01-03 01:00,0.02956,0.03275,1.40819,0.97966,0.91372,0.88416,1.54117,1.10801
delta,2017-01-03 01:15,0.03450,0.03823,1.38723,0.95912,0.90012,0.86562,1.54117,1.10801
delta,2017-01-03 01:30,0.03927,0.04351,1.36693,0.93923,0.88694,0.84767,1.54117,1.10801
delta,2017-01-03 01:45,0.04388,0.04862,1.34738,0.92007,0.87426,0.83038,1.54117,1.10801
delta,2017-01-03 02:00,0.04829,0.05351,1.32867,0.90173,0.86212,0.81383,1.54117,1.10801
delta,2017-01-03 02:15,0.05248,0.05815,1.31087,0.88429,0.85057,0.79809,1.54117,1.10801
delta,2017-01-03 02:30,0.05644,0.06254,1.29406,0.86781,0.83966,0.78322,1.54117,1.10801
delta,2017-01-03 02:45,0.06016,0.06666,1.27832,0.85238,0.82945,0.76929,1.54117,1.10801
delta,2017-01-03 03:00,0.06362,0.07049,1.26371,0.83805,0.81997,0.75635,1.54117,1.10801
delta,2017-01-03 03:15,0.06679,0.07400,1.25028,0.82488,0.81126,0.74447,1.54117,1.10801
delta,2017-01-03 03:30,0.06966,0.07718,1.23811,0.81294,0.80336,0.73370,1.54117,1.10801
delta,2017-01-03 03:45,0.07224,0.08004,1.22724,0.80227,0.79631,0.72407,1.54117,1.10801
delta,2017-01-03 04:00,0.07450,0.08255,1.21772,0.79292,0.79013,0.71563,1.54117,1.10801
delta,2017-01-03 04:15,0.07643,0.08469,1.20959,0.78493,0.78485,0.70842,1.54117,1.10801
delta,2017-01-03 04:30,0.07804,0.08647,1.20288,0.77833,0.78050,0.70246,1.54117,1.10801
delta,2017-01-03 04:45,0.07931,0.08788,1.19762,0.77315,0.77709,0.69778,1.54117,1.10801
delta,2017-01-03 05:00,0.08022,0.08888,1.19384,0.76941,0.77463,0.69441,1.54117,1.10801
delta,2017-01-03 05:15,0.08080,0.08953,1.19155,0.76713,0.77315,0.69235,1.54117,1.10801
delta,2017-01-03 05:30,0.08101,0.08976,1.19076,0.76632,0.77263,0.69162,1.54117,1.10801
delta,2017-01-03 05:45,0.08089,0.08963,1.19147,0.76698,0.77310,0.69221,1.54117,1.10801
delta,2017-01-03 06:00,0.08040,0.08908,1.19368,0.76910,0.77453,0.69413,1.54117,1.10801
delta,2017-01-03 06:15,0.07957,0.08816,1.19739,0.77269,0.77694,0.69737,1.54117,1.10801
delta,2017-01-03 06:30,0.07840,0.08687,1.20257,0.77771,0.78030,0.70190,1.54117,1.10801
delta,2017-01-03 06:45,0.07688,0.08518,1.20920,0.78416,0.78460,0.70772,1.54117,1.10801
delta,2017-01-03 07:00,0.07504,0.08315,1.21725,0.79200,0.78983,0.71479,1.54117,1.10801
delta,2017-01-03 07:15,0.07286,0.08073,1.22670,0.80119,0.79595,0.72309,1.54117,1.10801
delta,2017-01-03 07:30,0.07037,0.07797,1.23749,0.81171,0.80296,0.73259,1.54117,1.10801
delta,2017-01-03 07:45,0.06758,0.07488,1.24959,0.82350,0.81081,0.74323,1.54117,1.10801
delta,2017-01-03 08:00,0.06450,0.07147,1.26294,0.83651,0.81947,0.75497,1.54117,1.10801
delta,2017-01-03 08:15,0.06113,0.06773,1.27748,0.85069,0.82890,0.76777,1.54117,1.10801
delta,2017-01-03 08:30,0.05751,0.06372,1.29315,0.86598,0.83907,0.78156,1.54117,1.10801
delta,2017-01-03 08:45,0.05363,0.05942,1.30988,0.88231,0.84993,0.79630,1.54117,1.10801
delta,2017-01-03 09:00,0.04952,0.05487,1.32761,0.89960,0.86143,0.81191,1.54117,1.10801
delta,2017-01-03 09:15,0.04520,0.05008,1.34625,0.91779,0.87353,0.82833,1.54117,1.10801
delta,2017-01-03 09:30,0.04069,0.04508,1.36573,0.93680,0.88617,0.84548,1.54117,1.10801
delta,2017-01-03 09:45,0.03599,0.03988,1.38596,0.95655,0.89929,0.86330,1.54117,1.10801
delta,2017-01-03 10:00,0.03114,0.03450,1.40686,0.97694,0.91285,0.88171,1.54117,1.10801
delta,2017-01-03 10:15,0.02615,0.02897,1.42833,0.99790,0.92678,0.90063,1.54117,1.10801
delta,2017-01-03 10:30,0.02106,0.02333,1.45029,1.01934,0.94103,0.91997,1.54117,1.10801
delta,2017-01-03 10:45,0.01587,0.01758,1.47263,1.04115,0.95553,0.93966,1.54117,1.10801
delta,2017-01-03 11:00,0.01061,0.01176,1.49527,1.06325,0.97022,0.95961,1.54117,1.10801
delta,2017-01-03 11:15,0.00531,0.00588,1.51811,1.08555,0.98504,0.97973,1.54117,1.10801
delta,2017-01-03 11:30,-0.00002,-0.00002,1.54105,1.10794,0.99992,0.99994,1.54117,1.10801
delta,2017-01-03 11:45,-0.00534,-0.00592,1.56398,1.13033,1.01480,1.02014,1.54117,1.10801
delta,2017-01-03 12:00,-0.01065,-0.01180,1.58682,1.15262,1.02962,1.04027,1.54117,1.10801
delta,2017-01-03 12:15,-0.01590,-0.01762,1.60947,1.17473,1.04432,1.06022,1.54117,1.10801
delta,2017-01-03 12:30,-0.02109,-0.02337,1.63182,1.19655,1.05882,1.07991,1.54117,1.10801
delta,2017-01-03 12:45,-0.02619,-0.02902,1.65378,1.21799,1.07307,1.09926,1.54117,1.10801
delta,2017-01-03 13:00,-0.03117,-0.03454,1.67526,1.23895,1.08701,1.11818,1.54117,1.10801
delta,2017-01-03 13:15,-0.03603,-0.03992,1.69617,1.25936,1.10057,1.13660,1.54117,1.10801
delta,2017-01-03 13:30,-0.04072,-0.04512,1.71641,1.27911,1.11371,1.15443,1.54117,1.10801
delta,2017-01-03 13:45,-0.04524,-0.05013,1.73590,1.29814,1.12635,1.17159,1.54117,1.10801
delta,2017-01-03 14:00,-0.04956,-0.05491,1.75455,1.31634,1.13846,1.18802,1.54117,1.10801
delta,2017-01-03 14:15,-0.05368,-0.05948,1.77229,1.33365,1.14997,1.20365,1.54117,1.10801
delta,2017-01-03 14:30,-0.05756,-0.06378,1.78904,1.34999,1.16083,1.21839,1.54117,1.10801
delta,2017-01-03 14:45,-0.06119,-0.06780,1.80473,1.36529,1.17101,1.23220,1.54117,1.10801
