CustomerID,datetime,Demand
delta,2017-01-01 17:45,-0.15409
delta,2017-01-01 18:00,-0.15307
delta,2017-01-01 18:15,-0.15138
delta,2017-01-01 18:30,-0.14905
delta,2017-01-01 18:45,-0.14607
delta,2017-01-01 19:00,-0.14246
delta,2017-01-01 19:15,-0.13824
delta,2017-01-01 19:30,-0.13342
delta,2017-01-01 19:45,-0.12803
delta,2017-01-01 20:00,-0.12209
delta,2017-01-01 20:15,-0.11561
delta,2017-01-01 20:30,-0.10864
delta,2017-01-01 20:45,-0.10120
delta,2017-01-01 21:00,-0.09332
delta,2017-01-01 21:15,-0.08504
delta,2017-01-01 21:30,-0.07637
delta,2017-01-01 21:45,-0.06739
delta,2017-01-01 22:00,-0.05811
delta,2017-01-01 22:15,-0.04857
delta,2017-01-01 22:30,-0.03882
delta,2017-01-01 22:45,-0.02891
delta,2017-01-01 23:00,-0.01886
delta,2017-01-01 23:15,-0.00871
delta,2017-01-01 23:30,0.00147
delta,2017-01-01 23:45,0.01165
delta,2017-01-02 00:00,0.01887
delta,2017-01-02 00:15,0.02896
delta,2017-01-02 00:30,0.03894
delta,2017-01-02 00:45,0.04874
delta,2017-01-02 01:00,0.05833
delta,2017-01-02 01:15,0.06766
delta,2017-01-02 01:30,0.07669
delta,2017-01-02 01:45,0.08539
delta,2017-01-02 02:00,0.09373
delta,2017-01-02 02:15,0.10165
delta,2017-01-02 02:30,0.10913
delta,2017-01-02 02:45,0.11615
delta,2017-01-02 03:00,0.12266
delta,2017-01-02 03:15,0.12864
delta,2017-01-02 03:30,0.13406
delta,2017-01-02 03:45,0.13890
delta,2017-01-02 04:00,0.14315
delta,2017-01-02 04:15,0.14677
delta,2017-01-02 04:30,0.14977
delta,2017-01-02 04:45,0.15212
delta,2017-01-02 05:00,0.15382
delta,2017-01-02 05:15,0.15485
delta,2017-01-02 05:30,0.15522
delta,2017-01-02 05:45,0.15492
delta,2017-01-02 06:00,0.15395
delta,2017-01-02 06:15,0.15233
delta,2017-01-02 06:30,0.15004
delta,2017-01-02 06:45,0.14711
delta,2017-01-02 07:00,0.14355
delta,2017-01-02 07:15,0.13937
delta,2017-01-02 07:30,0.13459
delta,2017-01-02 07:45,0.12923
delta,2017-01-02 08:00,0.12332
delta,2017-01-02 08:15,0.11688
delta,2017-01-02 08:30,0.10993
delta,2017-01-02 08:45,0.10251
delta,2017-01-02 09:00,0.09465
delta,2017-01-02 09:15,0.08639
delta,2017-01-02 09:30,0.07775
delta,2017-01-02 09:45,0.06878
delta,2017-01-02 10:00,0.05952
delta,2017-01-02 10:15,0.04999
delta,2017-01-02 10:30,0.04026
delta,2017-01-02 10:45,0.03035
delta,2017-01-02 11:00,0.02031
delta,2017-01-02 11:15,0.01018
delta,2017-01-02 11:30,0.00000
delta,2017-01-02 11:45,-0.01017
delta,2017-01-02 12:00,-0.02030
delta,2017-01-02 12:15,-0.03034
delta,2017-01-02 12:30,-0.04025
delta,2017-01-02 12:45,-0.04999
delta,2017-01-02 13:00,-0.05952
delta,2017-01-02 13:15,-0.06879
delta,2017-01-02 13:30,-0.07775
delta,2017-01-02 13:45,-0.08640
delta,2017-01-02 14:00,-0.09467
delta,2017-01-02 14:15,-0.10252
delta,2017-01-02 14:30,-0.10995
delta,2017-01-02 14:45,-0.11690
delta,2017-01-02 15:00,-0.12335
delta,2017-01-02 15:15,-0.12927
delta,2017-01-02 15:30,-0.13463
delta,2017-01-02 15:45,-0.13942
delta,2017-01-02 16:00,-0.14360
delta,2017-01-02 16:15,-0.14717
delta,2017-01-02 16:30,-0.15011
delta,2017-01-02 16:45,-0.15240
delta,2017-01-02 17:00,-0.15403
delta,2017-01-02 17:15,-0.15500
delta,2017-01-02 17:30,-0.15531
delta,2017-01-02 17:45,-0.15495
delta,2017-01-02 18:00,-0.15392
delta,2017-01-02 18:15,-0.15223
delta,2017-01-02 18:30,-0.14988
delta,2017-01-02 18:45,-0.14690
delta,2017-01-02 19:00,-0.14328
delta,2017-01-02 19:15,-0.13904
delta,2017-01-02 19:30,-0.13419
delta,2017-01-02 19:45,-0.12878
delta,2017-01-02 20:00,-0.12280
delta,2017-01-02 20:15,-0.11630
delta,2017-01-02 20:30,-0.10929
delta,2017-01-02 20:45,-0.10181
delta,2017-01-02 21:00,-0.09389
delta,2017-01-02 21:15,-0.08558
delta,2017-01-02 21:30,-0.07688
delta,2017-01-02 21:45,-0.06784
delta,2017-01-02 22:00,-0.05852
delta,2017-01-02 22:15,-0.04893
delta,2017-01-02 22:30,-0.03914
delta,2017-01-02 22:45,-0.02917
delta,2017-01-02 23:00,-0.01906
delta,2017-01-02 23:15,-0.00887
delta,2017-01-02 23:30,0.00135
delta,2017-01-02 23:45,0.01159
delta,2017-01-03 00:00,0.01902
delta,2017-01-03 00:15,0.02917
delta,2017-01-03 00:30,0.03919
delta,2017-01-03 00:45,0.04905
delta,2017-01-03 01:00,0.05867
delta,2017-01-03 01:15,0.06805
delta,2017-01-03 01:30,0.07713
delta,2017-01-03 01:45,0.08587
delta,2017-01-03 02:00,0.09425
delta,2017-01-03 02:15,0.10220
delta,2017-01-03 02:30,0.10973
delta,2017-01-03 02:45,0.11677
delta,2017-01-03 03:00,0.12331
delta,2017-01-03 03:15,0.12931
delta,2017-01-03 03:30,0.13477
delta,2017-01-03 03:45,0.13963
delta,2017-01-03 04:00,0.14390
delta,2017-01-03 04:15,0.14755
delta,2017-01-03 04:30,0.15056
delta,2017-01-03 04:45,0.15293
delta,2017-01-03 05:00,0.15463
delta,2017-01-03 05:15,0.15567
delta,2017-01-03 05:30,0.15604
delta,2017-01-03 05:45,0.15574
delta,2017-01-03 06:00,0.15477
delta,2017-01-03 06:15,0.15312
delta,2017-01-03 06:30,0.15083
delta,2017-01-03 06:45,0.14789
delta,2017-01-03 07:00,0.14430
delta,2017-01-03 07:15,0.14010
delta,2017-01-03 07:30,0.13530
delta,2017-01-03 07:45,0.12992
delta,2017-01-03 08:00,0.12397
delta,2017-01-03 08:15,0.11750
delta,2017-01-03 08:30,0.11052
delta,2017-01-03 08:45,0.10306
delta,2017-01-03 09:00,0.09516
delta,2017-01-03 09:15,0.08686
delta,2017-01-03 09:30,0.07818
delta,2017-01-03 09:45,0.06916
delta,2017-01-03 10:00,0.05985
delta,2017-01-03 10:15,0.05028
delta,2017-01-03 10:30,0.04049
delta,2017-01-03 10:45,0.03054
delta,2017-01-03 11:00,0.02044
delta,2017-01-03 11:15,0.01025
delta,2017-01-03 11:30,0.00003
delta,2017-01-03 11:45,-0.01019
delta,2017-01-03 12:00,-0.02037
delta,2017-01-03 12:15,-0.03047
delta,2017-01-03 12:30,-0.04043
delta,2017-01-03 12:45,-0.05022
delta,2017-01-03 13:00,-0.05979
delta,2017-01-03 13:15,-0.06910
delta,2017-01-03 13:30,-0.07813
delta,2017-01-03 13:45,-0.08682
delta,2017-01-03 14:00,-0.09513
delta,2017-01-03 14:15,-0.10303
delta,2017-01-03 14:30,-0.11049
delta,2017-01-03 14:45,-0.11748
delta,2017-01-03 15:00,-0.12397
delta,2017-01-03 15:15,-0.12992
delta,2017-01-03 15:30,-0.13531
delta,2017-01-03 15:45,-0.14012
delta,2017-01-03 16:00,-0.14433
delta,2017-01-03 16:15,-0.14792
delta,2017-01-03 16:30,-0.15088
delta,2017-01-03 16:45,-0.15318
delta,2017-01-03 17:00,-0.15483
delta,2017-01-03 17:15,-0.15580
delta,2017-01-03 17:30,-0.15612
delta,2017-01-03 17:45,-0.15577
delta,2017-01-03 18:00,-0.15473
delta,2017-01-03 18:15,-0.15304
delta,2017-01-03 18:30,-0.15068
delta,2017-01-03 18:45,-0.14769
delta,2017-01-03 19:00,-0.14405
delta,2017-01-03 19:15,-0.13979
delta,2017-01-03 19:30,-0.13493
delta,2017-01-03 19:45,-0.12949
delta,2017-01-03 20:00,-0.12349
delta,2017-01-03 20:15,-0.11696
delta,2017-01-03 20:30,-0.10993
delta,2017-01-03 20:45,-0.10241
delta,2017-01-03 21:00,-0.09445
delta,2017-01-03 21:15,-0.08609
delta,2017-01-03 21:30,-0.07735
delta,2017-01-03 21:45,-0.06828
delta,2017-01-03 22:00,-0.05891
delta,2017-01-03 22:15,-0.04928
delta,2017-01-03 22:30,-0.03944
delta,2017-01-03 22:45,-0.02943
delta,2017-01-03 23:00,-0.01927
delta,2017-01-03 23:15,-0.00903
delta,2017-01-03 23:30,0.00124
delta,2017-01-03 23:45,0.01153
delta,2017-01-04 00:00,0.01917
delta,2017-01-04 00:15,0.02937
delta,2017-01-04 00:30,0.03944
delta,2017-01-04 00:45,0.04933
delta,2017-01-04 01:00,0.05900
delta,2017-01-04 01:15,0.06842
delta,2017-01-04 01:30,0.07754
delta,2017-01-04 01:45,0.08633
delta,2017-01-04 02:00,0.09474
delta,2017-01-04 02:15,0.10273
delta,2017-01-04 02:30,0.11029
delta,2017-01-04 02:45,0.11736
delta,2017-01-04 03:00,0.12393
delta,2017-01-04 03:15,0.12997
delta,2017-01-04 03:30,0.13544
delta,2017-01-04 03:45,0.14033
delta,2017-01-04 04:00,0.14463
delta,2017-01-04 04:15,0.14829
delta,2017-01-04 04:30,0.15131
delta,2017-01-04 04:45,0.15368
delta,2017-01-04 05:00,0.15540
delta,2017-01-04 05:15,0.15644
delta,2017-01-04 05:30,0.15681
delta,2017-01-04 05:45,0.15651
delta,2017-01-04 06:00,0.15553
delta,2017-01-04 06:15,0.15389
delta,2017-01-04 06:30,0.15158
delta,2017-01-04 06:45,0.14862
delta,2017-01-04 07:00,0.14503
delta,2017-01-04 07:15,0.14080
delta,2017-01-04 07:30,0.13598
delta,2017-01-04 07:45,0.13056
delta,2017-01-04 08:00,0.12460
delta,2017-01-04 08:15,0.11809
delta,2017-01-04 08:30,0.11108
delta,2017-01-04 08:45,0.10358
delta,2017-01-04 09:00,0.09566
delta,2017-01-04 09:15,0.08731
delta,2017-01-04 09:30,0.07858
delta,2017-01-04 09:45,0.06953
delta,2017-01-04 10:00,0.06017
delta,2017-01-04 10:15,0.05055
delta,2017-01-04 10:30,0.04072
delta,2017-01-04 10:45,0.03071
delta,2017-01-04 11:00,0.02057
delta,2017-01-04 11:15,0.01034
delta,2017-01-04 11:30,0.00007
delta,2017-01-04 11:45,-0.01021
delta,2017-01-04 12:00,-0.02044
delta,2017-01-04 12:15,-0.03058
delta,2017-01-04 12:30,-0.04059
delta,2017-01-04 12:45,-0.05043
delta,2017-01-04 13:00,-0.06005
delta,2017-01-04 13:15,-0.06941
delta,2017-01-04 13:30,-0.07848
delta,2017-01-04 13:45,-0.08721
delta,2017-01-04 14:00,-0.09556
delta,2017-01-04 14:15,-0.10351
delta,2017-01-04 14:30,-0.11100
delta,2017-01-04 14:45,-0.11803
delta,2017-01-04 15:00,-0.12455
delta,2017-01-04 15:15,-0.13053
delta,2017-01-04 15:30,-0.13595
delta,2017-01-04 15:45,-0.14079
delta,2017-01-04 16:00,-0.14502
delta,2017-01-04 16:15,-0.14863
delta,2017-01-04 16:30,-0.15160
delta,2017-01-04 16:45,-0.15392
delta,2017-01-04 17:00,-0.15558
delta,2017-01-04 17:15,-0.15657
delta,2017-01-04 17:30,-0.15689
delta,2017-01-04 17:45,-0.15653
delta,2017-01-04 18:00,-0.15551
delta,2017-01-04 18:15,-0.15381
delta,2017-01-04 18:30,-0.15144
delta,2017-01-04 18:45,-0.14843
delta,2017-01-04 19:00,-0.14478
delta,2017-01-04 19:15,-0.14051
delta,2017-01-04 19:30,-0.13563
delta,2017-01-04 19:45,-0.13017
delta,2017-01-04 20:00,-0.12414
delta,2017-01-04 20:15,-0.11759
delta,2017-01-04 20:30,-0.11052
delta,2017-01-04 20:45,-0.10298
delta,2017-01-04 21:00,-0.09498
delta,2017-01-04 21:15,-0.08659
delta,2017-01-04 21:30,-0.07781
delta,2017-01-04 21:45,-0.06870
delta,2017-01-04 22:00,-0.05929
delta,2017-01-04 22:15,-0.04962
delta,2017-01-04 22:30,-0.03973
delta,2017-01-04 22:45,-0.02967
delta,2017-01-04 23:00,-0.01948
delta,2017-01-04 23:15,-0.00919
delta,2017-01-04 23:30,0.00113
delta,2017-01-04 23:45,0.01146
delta,2017-01-05 00:00,0.01932
delta,2017-01-05 00:15,0.02956
delta,2017-01-05 00:30,0.03968
delta,2017-01-05 00:45,0.04960
delta,2017-01-05 01:00,0.05932
delta,2017-01-05 01:15,0.06878
delta,2017-01-05 01:30,0.07794
delta,2017-01-05 01:45,0.08676
delta,2017-01-05 02:00,0.09520
delta,2017-01-05 02:15,0.10323
delta,2017-01-05 02:30,0.11082
delta,2017-01-05 02:45,0.11793
delta,2017-01-05 03:00,0.12453
delta,2017-01-05 03:15,0.13059
delta,2017-01-05 03:30,0.13609
delta,2017-01-05 03:45,0.14099
delta,2017-01-05 04:00,0.14530
delta,2017-01-05 04:15,0.14898
delta,2017-01-05 04:30,0.15202
delta,2017-01-05 04:45,0.15440
delta,2017-01-05 05:00,0.15612
delta,2017-01-05 05:15,0.15717
delta,2017-01-05 05:30,0.15754
delta,2017-01-05 05:45,0.15723
delta,2017-01-05 06:00,0.15625
delta,2017-01-05 06:15,0.15460
delta,2017-01-05 06:30,0.15228
delta,2017-01-05 06:45,0.14931
delta,2017-01-05 07:00,0.14570
delta,2017-01-05 07:15,0.14146
delta,2017-01-05 07:30,0.13662
delta,2017-01-05 07:45,0.13118
delta,2017-01-05 08:00,0.12519
delta,2017-01-05 08:15,0.11865
delta,2017-01-05 08:30,0.11161
delta,2017-01-05 08:45,0.10408
delta,2017-01-05 09:00,0.09611
delta,2017-01-05 09:15,0.08772
delta,2017-01-05 09:30,0.07897
delta,2017-01-05 09:45,0.06986
delta,2017-01-05 10:00,0.06046
delta,2017-01-05 10:15,0.05081
delta,2017-01-05 10:30,0.04093
delta,2017-01-05 10:45,0.03088
delta,2017-01-05 11:00,0.02069
delta,2017-01-05 11:15,0.01042
delta,2017-01-05 11:30,0.00010
delta,2017-01-05 11:45,-0.01023
delta,2017-01-05 12:00,-0.02050
delta,2017-01-05 12:15,-0.03069
delta,2017-01-05 12:30,-0.04075
delta,2017-01-05 12:45,-0.05063
delta,2017-01-05 13:00,-0.06030
delta,2017-01-05 13:15,-0.06970
delta,2017-01-05 13:30,-0.07881
delta,2017-01-05 13:45,-0.08758
delta,2017-01-05 14:00,-0.09597
delta,2017-01-05 14:15,-0.10395
delta,2017-01-05 14:30,-0.11148
delta,2017-01-05 14:45,-0.11854
delta,2017-01-05 15:00,-0.12509
delta,2017-01-05 15:15,-0.13111
delta,2017-01-05 15:30,-0.13656
delta,2017-01-05 15:45,-0.14142
delta,2017-01-05 16:00,-0.14567
delta,2017-01-05 16:15,-0.14930
delta,2017-01-05 16:30,-0.15228
delta,2017-01-05 16:45,-0.15462
delta,2017-01-05 17:00,-0.15629
delta,2017-01-05 17:15,-0.15729
delta,2017-01-05 17:30,-0.15761
delta,2017-01-05 17:45,-0.15725
delta,2017-01-05 18:00,-0.15623
delta,2017-01-05 18:15,-0.15452
delta,2017-01-05 18:30,-0.15216
delta,2017-01-05 18:45,-0.14914
delta,2017-01-05 19:00,-0.14548
delta,2017-01-05 19:15,-0.14119
delta,2017-01-05 19:30,-0.13630
delta,2017-01-05 19:45,-0.13080
delta,2017-01-05 20:00,-0.12477
delta,2017-01-05 20:15,-0.11818
delta,2017-01-05 20:30,-0.11108
delta,2017-01-05 20:45,-0.10351
delta,2017-01-05 21:00,-0.09550
delta,2017-01-05 21:15,-0.08706
delta,2017-01-05 21:30,-0.07825
delta,2017-01-05 21:45,-0.06910
delta,2017-01-05 22:00,-0.05965
delta,2017-01-05 22:15,-0.04994
delta,2017-01-05 22:30,-0.04001
delta,2017-01-05 22:45,-0.02992
delta,2017-01-05 23:00,-0.01968
delta,2017-01-05 23:15,-0.00935
delta,2017-01-05 23:30,0.00102
delta,2017-01-05 23:45,0.01139
delta,2017-01-06 00:00,0.01947
delta,2017-01-06 00:15,0.02975
delta,2017-01-06 00:30,0.03989
delta,2017-01-06 00:45,0.04987
delta,2017-01-06 01:00,0.05963
delta,2017-01-06 01:15,0.06912
delta,2017-01-06 01:30,0.07831
delta,2017-01-06 01:45,0.08717
delta,2017-01-06 02:00,0.09564
delta,2017-01-06 02:15,0.10370
delta,2017-01-06 02:30,0.11132
delta,2017-01-06 02:45,0.11845
delta,2017-01-06 03:00,0.12508
delta,2017-01-06 03:15,0.13117
delta,2017-01-06 03:30,0.13668
delta,2017-01-06 03:45,0.14161
delta,2017-01-06 04:00,0.14593
delta,2017-01-06 04:15,0.14963
delta,2017-01-06 04:30,0.15268
delta,2017-01-06 04:45,0.15507
delta,2017-01-06 05:00,0.15680
delta,2017-01-06 05:15,0.15785
delta,2017-01-06 05:30,0.15822
delta,2017-01-06 05:45,0.15791
delta,2017-01-06 06:00,0.15693
delta,2017-01-06 06:15,0.15528
delta,2017-01-06 06:30,0.15295
delta,2017-01-06 06:45,0.14996
delta,2017-01-06 07:00,0.14634
delta,2017-01-06 07:15,0.14208
delta,2017-01-06 07:30,0.13721
delta,2017-01-06 07:45,0.13176
delta,2017-01-06 08:00,0.12573
delta,2017-01-06 08:15,0.11917
delta,2017-01-06 08:30,0.11210
delta,2017-01-06 08:45,0.10455
delta,2017-01-06 09:00,0.09654
delta,2017-01-06 09:15,0.08812
delta,2017-01-06 09:30,0.07933
delta,2017-01-06 09:45,0.07019
delta,2017-01-06 10:00,0.06075
delta,2017-01-06 10:15,0.05105
delta,2017-01-06 10:30,0.04114
delta,2017-01-06 10:45,0.03104
delta,2017-01-06 11:00,0.02081
delta,2017-01-06 11:15,0.01049
delta,2017-01-06 11:30,0.00013
delta,2017-01-06 11:45,-0.01023
delta,2017-01-06 12:00,-0.02055
delta,2017-01-06 12:15,-0.03079
delta,2017-01-06 12:30,-0.04088
delta,2017-01-06 12:45,-0.05081
delta,2017-01-06 13:00,-0.06051
delta,2017-01-06 13:15,-0.06997
delta,2017-01-06 13:30,-0.07911
delta,2017-01-06 13:45,-0.08792
delta,2017-01-06 14:00,-0.09634
delta,2017-01-06 14:15,-0.10436
delta,2017-01-06 14:30,-0.11193
delta,2017-01-06 14:45,-0.11903
delta,2017-01-06 15:00,-0.12560
delta,2017-01-06 15:15,-0.13164
delta,2017-01-06 15:30,-0.13711
delta,2017-01-06 15:45,-0.14199
delta,2017-01-06 16:00,-0.14628
delta,2017-01-06 16:15,-0.14992
delta,2017-01-06 16:30,-0.15292
delta,2017-01-06 16:45,-0.15528
delta,2017-01-06 17:00,-0.15695
delta,2017-01-06 17:15,-0.15796
delta,2017-01-06 17:30,-0.15829
delta,2017-01-06 17:45,-0.15794
delta,2017-01-06 18:00,-0.15691
delta,2017-01-06 18:15,-0.15520
delta,2017-01-06 18:30,-0.15283
delta,2017-01-06 18:45,-0.14980
delta,2017-01-06 19:00,-0.14613
delta,2017-01-06 19:15,-0.14183
delta,2017-01-06 19:30,-0.13692
delta,2017-01-06 19:45,-0.13141
delta,2017-01-06 20:00,-0.12535
delta,2017-01-06 20:15,-0.11874
delta,2017-01-06 20:30,-0.11162
delta,2017-01-06 20:45,-0.10402
delta,2017-01-06 21:00,-0.09597
delta,2017-01-06 21:15,-0.08751
delta,2017-01-06 21:30,-0.07866
delta,2017-01-06 21:45,-0.06948
delta,2017-01-06 22:00,-0.06000
delta,2017-01-06 22:15,-0.05025
delta,2017-01-06 22:30,-0.04030
delta,2017-01-06 22:45,-0.03015
delta,2017-01-06 23:00,-0.01988
delta,2017-01-06 23:15,-0.00951
delta,2017-01-06 23:30,0.00090
delta,2017-01-06 23:45,0.01130
delta,2017-01-07 00:00,0.01962
delta,2017-01-07 00:15,0.02993
delta,2017-01-07 00:30,0.04011
delta,2017-01-07 00:45,0.05011
delta,2017-01-07 01:00,0.05991
delta,2017-01-07 01:15,0.06943
delta,2017-01-07 01:30,0.07866
delta,2017-01-07 01:45,0.08755
delta,2017-01-07 02:00,0.09605
delta,2017-01-07 02:15,0.10414
delta,2017-01-07 02:30,0.11179
delta,2017-01-07 02:45,0.11894
delta,2017-01-07 03:00,0.12560
delta,2017-01-07 03:15,0.13170
delta,2017-01-07 03:30,0.13724
delta,2017-01-07 03:45,0.14219
delta,2017-01-07 04:00,0.14652
delta,2017-01-07 04:15,0.15023
delta,2017-01-07 04:30,0.15329
delta,2017-01-07 04:45,0.15569
delta,2017-01-07 05:00,0.15742
delta,2017-01-07 05:15,0.15848
delta,2017-01-07 05:30,0.15885
delta,2017-01-07 05:45,0.15855
delta,2017-01-07 06:00,0.15755
delta,2017-01-07 06:15,0.15589
delta,2017-01-07 06:30,0.15356
delta,2017-01-07 06:45,0.15056
delta,2017-01-07 07:00,0.14692
delta,2017-01-07 07:15,0.14265
delta,2017-01-07 07:30,0.13776
delta,2017-01-07 07:45,0.13228
delta,2017-01-07 08:00,0.12624
delta,2017-01-07 08:15,0.11966
delta,2017-01-07 08:30,0.11256
delta,2017-01-07 08:45,0.10497
delta,2017-01-07 09:00,0.09694
delta,2017-01-07 09:15,0.08849
delta,2017-01-07 09:30,0.07966
delta,2017-01-07 09:45,0.07049
delta,2017-01-07 10:00,0.06101
delta,2017-01-07 10:15,0.05128
delta,2017-01-07 10:30,0.04132
delta,2017-01-07 10:45,0.03119
delta,2017-01-07 11:00,0.02093
delta,2017-01-07 11:15,0.01057
delta,2017-01-07 11:30,0.00017
delta,2017-01-07 11:45,-0.01024
delta,2017-01-07 12:00,-0.02060
delta,2017-01-07 12:15,-0.03088
delta,2017-01-07 12:30,-0.04102
delta,2017-01-07 12:45,-0.05098
delta,2017-01-07 13:00,-0.06072
delta,2017-01-07 13:15,-0.07020
delta,2017-01-07 13:30,-0.07939
delta,2017-01-07 13:45,-0.08823
delta,2017-01-07 14:00,-0.09670
delta,2017-01-07 14:15,-0.10474
delta,2017-01-07 14:30,-0.11235
delta,2017-01-07 14:45,-0.11946
delta,2017-01-07 15:00,-0.12607
delta,2017-01-07 15:15,-0.13213
delta,2017-01-07 15:30,-0.13763
delta,2017-01-07 15:45,-0.14254
delta,2017-01-07 16:00,-0.14683
delta,2017-01-07 16:15,-0.15050
delta,2017-01-07 16:30,-0.15352
delta,2017-01-07 16:45,-0.15587
delta,2017-01-07 17:00,-0.15756
delta,2017-01-07 17:15,-0.15858
delta,2017-01-07 17:30,-0.15891
delta,2017-01-07 17:45,-0.15856
delta,2017-01-07 18:00,-0.15753
delta,2017-01-07 18:15,-0.15582
delta,2017-01-07 18:30,-0.15345
delta,2017-01-07 18:45,-0.15041
delta,2017-01-07 19:00,-0.14673
delta,2017-01-07 19:15,-0.14242
delta,2017-01-07 19:30,-0.13749
delta,2017-01-07 19:45,-0.13198
delta,2017-01-07 20:00,-0.12589
delta,2017-01-07 20:15,-0.11926
delta,2017-01-07 20:30,-0.11212
delta,2017-01-07 20:45,-0.10450
delta,2017-01-07 21:00,-0.09642
delta,2017-01-07 21:15,-0.08793
delta,2017-01-07 21:30,-0.07906
delta,2017-01-07 21:45,-0.06985
delta,2017-01-07 22:00,-0.06033
delta,2017-01-07 22:15,-0.05056
delta,2017-01-07 22:30,-0.04056
delta,2017-01-07 22:45,-0.03039
delta,2017-01-07 23:00,-0.02007
delta,2017-01-07 23:15,-0.00967
delta,2017-01-07 23:30,0.00077
delta,2017-01-07 23:45,0.01121
delta,2017-01-08 00:00,0.01976
delta,2017-01-08 00:15,0.03010
delta,2017-01-08 00:30,0.04031
delta,2017-01-08 00:45,0.05035
delta,2017-01-08 01:00,0.06017
delta,2017-01-08 01:15,0.06972
delta,2017-01-08 01:30,0.07898
delta,2017-01-08 01:45,0.08790
delta,2017-01-08 02:00,0.09643
delta,2017-01-08 02:15,0.10455
delta,2017-01-08 02:30,0.11221
delta,2017-01-08 02:45,0.11940
delta,2017-01-08 03:00,0.12607
delta,2017-01-08 03:15,0.13219
delta,2017-01-08 03:30,0.13775
delta,2017-01-08 03:45,0.14272
delta,2017-01-08 04:00,0.14707
delta,2017-01-08 04:15,0.15078
delta,2017-01-08 04:30,0.15386
delta,2017-01-08 04:45,0.15627
delta,2017-01-08 05:00,0.15800
delta,2017-01-08 05:15,0.15907
delta,2017-01-08 05:30,0.15943
delta,2017-01-08 05:45,0.15913
delta,2017-01-08 06:00,0.15813
delta,2017-01-08 06:15,0.15646
delta,2017-01-08 06:30,0.15412
delta,2017-01-08 06:45,0.15111
delta,2017-01-08 07:00,0.14746
delta,2017-01-08 07:15,0.14318
delta,2017-01-08 07:30,0.13827
delta,2017-01-08 07:45,0.13278
delta,2017-01-08 08:00,0.12671
delta,2017-01-08 08:15,0.12010
delta,2017-01-08 08:30,0.11298
delta,2017-01-08 08:45,0.10537
delta,2017-01-08 09:00,0.09731
delta,2017-01-08 09:15,0.08883
delta,2017-01-08 09:30,0.07997
delta,2017-01-08 09:45,0.07077
delta,2017-01-08 10:00,0.06126
delta,2017-01-08 10:15,0.05149
delta,2017-01-08 10:30,0.04150
delta,2017-01-08 10:45,0.03133
delta,2017-01-08 11:00,0.02103
delta,2017-01-08 11:15,0.01064
