CustomerID,datetime,NormDmnd,DailyAverage,Demand,AvgDemand
g1L,2017-01-01 08:45,0.98002,0.00614,0.00602,0.00201
g1L,2017-01-01 09:00,0.98155,0.00614,0.00603,0.00201
g1L,2017-01-01 09:15,0.98316,0.00614,0.00604,0.00201
g1L,2017-01-01 09:30,0.98484,0.00614,0.00605,0.00202
g1L,2017-01-01 09:45,0.98660,0.00614,0.00606,0.00202
g1L,2017-01-01 10:00,0.98841,0.00614,0.00607,0.00202
g1L,2017-01-01 10:15,0.99028,0.00614,0.00608,0.00203
g1L,2017-01-01 10:30,0.99218,0.00614,0.00610,0.00203
g1L,2017-01-01 10:45,0.99413,0.00614,0.00611,0.00204
g1L,2017-01-01 11:00,0.99610,0.00614,0.00612,0.00204
g1L,2017-01-01 11:15,0.99809,0.00614,0.00613,0.00204
g1L,2017-01-01 11:30,1.00008,0.00614,0.00614,0.00205
g1L,2017-01-01 11:45,1.00208,0.00614,0.00616,0.00205
g1L,2017-01-01 12:00,1.00407,0.00614,0.00617,0.00206
g1L,2017-01-01 12:15,1.00604,0.00614,0.00618,0.00206
g1L,2017-01-01 12:30,1.00798,0.00614,0.00619,0.00206
g1L,2017-01-01 12:45,1.00989,0.00614,0.00621,0.00207
g1L,2017-01-01 13:00,1.01176,0.00614,0.00622,0.00207
g1L,2017-01-01 13:15,1.01357,0.00614,0.00623,0.00208
g1L,2017-01-01 13:30,1.01533,0.00614,0.00624,0.00208
g1L,2017-01-01 13:45,1.01701,0.00614,0.00625,0.00208
g1L,2017-01-01 14:00,1.01863,0.00614,0.00626,0.00209
g1L,2017-01-01 14:15,1.02016,0.00614,0.00627,0.00209
g1L,2017-01-01 14:30,1.02160,0.00614,0.00628,0.00209
g1L,2017-01-01 14:45,1.02294,0.00614,0.00629,0.00210
g1L,2017-01-01 15:00,1.02419,0.00614,0.00629,0.00210
g1L,2017-01-01 15:15,1.02532,0.00614,0.00630,0.00210
g1L,2017-01-01 15:30,1.02635,0.00614,0.00631,0.00210
g1L,2017-01-01 15:45,1.02725,0.00614,0.00631,0.00210
g1L,2017-01-01 16:00,1.02804,0.00614,0.00632,0.00211
g1L,2017-01-01 16:15,1.02870,0.00614,0.00632,0.00211
g1L,2017-01-01 16:30,1.02923,0.00614,0.00632,0.00211
g1L,2017-01-01 16:45,1.02963,0.00614,0.00633,0.00211
g1L,2017-01-01 17:00,1.02990,0.00614,0.00633,0.00211
g1L,2017-01-01 17:15,1.03004,0.00614,0.00633,0.00211
g1L,2017-01-01 17:30,1.03004,0.00614,0.00633,0.00211
g1L,2017-01-01 17:45,1.02991,0.00614,0.00633,0.00211
g1L,2017-01-01 18:00,1.02964,0.00614,0.00633,0.00211
g1L,2017-01-01 18:15,1.02923,0.00614,0.00632,0.00211
g1L,2017-01-01 18:30,1.02870,0.00614,0.00632,0.00211
g1L,2017-01-01 18:45,1.02803,0.00614,0.00632,0.00211
g1L,2017-01-01 19:00,1.02724,0.00614,0.00631,0.00210
g1L,2017-01-01 19:15,1.02632,0.00614,0.00631,0.00210
g1L,2017-01-01 19:30,1.02528,0.00614,0.00630,0.00210
g1L,2017-01-01 19:45,1.02412,0.00614,0.00629,0.00210
g1L,2017-01-01 20:00,1.02285,0.00614,0.00628,0.00209
g1L,2017-01-01 20:15,1.02148,0.00614,0.00628,0.00209
g1L,2017-01-01 20:30,1.02000,0.00614,0.00627,0.00209
g1L,2017-01-01 20:45,1.01842,0.00614,0.00626,0.00209
g1L,2017-01-01 21:00,1.01676,0.00614,0.00625,0.00208
g1L,2017-01-01 21:15,1.01501,0.00614,0.00624,0.00208
g1L,2017-01-01 21:30,1.01319,0.00614,0.00623,0.00208
g1L,2017-01-01 21:45,1.01130,0.00614,0.00621,0.00207
g1L,2017-01-01 22:00,1.00936,0.00614,0.00620,0.00207
g1L,2017-01-01 22:15,1.00736,0.00614,0.00619,0.00206
g1L,2017-01-01 22:30,1.00531,0.00614,0.00618,0.00206
g1L,2017-01-01 22:45,1.00324,0.00614,0.00616,0.00205
g1L,2017-01-01 23:00,1.00113,0.00614,0.00615,0.00205
g1L,2017-01-01 23:15,0.99901,0.00614,0.00614,0.00205
g1L,2017-01-01 23:30,0.99688,0.00614,0.00613,0.00204
g1L,2017-01-01 23:45,0.99475,0.00614,0.00611,0.00204
g1L,2017-01-02 00:00,0.99894,0.00611,0.00610,0.00203
g1L,2017-01-02 00:15,0.99683,0.00611,0.00609,0.00203
g1L,2017-01-02 00:30,0.99473,0.00611,0.00607,0.00202
g1L,2017-01-02 00:45,0.99268,0.00611,0.00606,0.00202
g1L,2017-01-02 01:00,0.99067,0.00611,0.00605,0.00202
g1L,2017-01-02 01:15,0.98871,0.00611,0.00604,0.00201
g1L,2017-01-02 01:30,0.98681,0.00611,0.00603,0.00201
g1L,2017-01-02 01:45,0.98497,0.00611,0.00601,0.00200
g1L,2017-01-02 02:00,0.98322,0.00611,0.00600,0.00200
g1L,2017-01-02 02:15,0.98155,0.00611,0.00599,0.00200
g1L,2017-01-02 02:30,0.97996,0.00611,0.00598,0.00199
g1L,2017-01-02 02:45,0.97847,0.00611,0.00597,0.00199
g1L,2017-01-02 03:00,0.97709,0.00611,0.00597,0.00199
g1L,2017-01-02 03:15,0.97581,0.00611,0.00596,0.00199
g1L,2017-01-02 03:30,0.97465,0.00611,0.00595,0.00198
g1L,2017-01-02 03:45,0.97360,0.00611,0.00594,0.00198
g1L,2017-01-02 04:00,0.97268,0.00611,0.00594,0.00198
g1L,2017-01-02 04:15,0.97188,0.00611,0.00593,0.00198
g1L,2017-01-02 04:30,0.97121,0.00611,0.00593,0.00198
g1L,2017-01-02 04:45,0.97067,0.00611,0.00593,0.00198
g1L,2017-01-02 05:00,0.97027,0.00611,0.00592,0.00197
g1L,2017-01-02 05:15,0.97000,0.00611,0.00592,0.00197
g1L,2017-01-02 05:30,0.96986,0.00611,0.00592,0.00197
g1L,2017-01-02 05:45,0.96987,0.00611,0.00592,0.00197
g1L,2017-01-02 06:00,0.97000,0.00611,0.00592,0.00197
g1L,2017-01-02 06:15,0.97028,0.00611,0.00592,0.00197
g1L,2017-01-02 06:30,0.97068,0.00611,0.00593,0.00198
g1L,2017-01-02 06:45,0.97122,0.00611,0.00593,0.00198
g1L,2017-01-02 07:00,0.97189,0.00611,0.00593,0.00198
g1L,2017-01-02 07:15,0.97268,0.00611,0.00594,0.00198
g1L,2017-01-02 07:30,0.97360,0.00611,0.00594,0.00198
g1L,2017-01-02 07:45,0.97463,0.00611,0.00595,0.00198
g1L,2017-01-02 08:00,0.97577,0.00611,0.00596,0.00199
g1L,2017-01-02 08:15,0.97703,0.00611,0.00597,0.00199
g1L,2017-01-02 08:30,0.97838,0.00611,0.00597,0.00199
g1L,2017-01-02 08:45,0.97984,0.00611,0.00598,0.00199
g1L,2017-01-02 09:00,0.98138,0.00611,0.00599,0.00200
g1L,2017-01-02 09:15,0.98300,0.00611,0.00600,0.00200
g1L,2017-01-02 09:30,0.98470,0.00611,0.00601,0.00200
g1L,2017-01-02 09:45,0.98647,0.00611,0.00602,0.00201
g1L,2017-01-02 10:00,0.98830,0.00611,0.00603,0.00201
g1L,2017-01-02 10:15,0.99018,0.00611,0.00605,0.00202
g1L,2017-01-02 10:30,0.99211,0.00611,0.00606,0.00202
g1L,2017-01-02 10:45,0.99407,0.00611,0.00607,0.00202
g1L,2017-01-02 11:00,0.99605,0.00611,0.00608,0.00203
g1L,2017-01-02 11:15,0.99806,0.00611,0.00609,0.00203
g1L,2017-01-02 11:30,1.00007,0.00611,0.00611,0.00204
g1L,2017-01-02 11:45,1.00209,0.00611,0.00612,0.00204
g1L,2017-01-02 12:00,1.00409,0.00611,0.00613,0.00204
g1L,2017-01-02 12:15,1.00608,0.00611,0.00614,0.00205
g1L,2017-01-02 12:30,1.00804,0.00611,0.00615,0.00205
g1L,2017-01-02 12:45,1.00996,0.00611,0.00617,0.00206
g1L,2017-01-02 13:00,1.01185,0.00611,0.00618,0.00206
g1L,2017-01-02 13:15,1.01368,0.00611,0.00619,0.00206
g1L,2017-01-02 13:30,1.01545,0.00611,0.00620,0.00207
g1L,2017-01-02 13:45,1.01715,0.00611,0.00621,0.00207
g1L,2017-01-02 14:00,1.01877,0.00611,0.00622,0.00207
g1L,2017-01-02 14:15,1.02032,0.00611,0.00623,0.00208
g1L,2017-01-02 14:30,1.02177,0.00611,0.00624,0.00208
g1L,2017-01-02 14:45,1.02313,0.00611,0.00625,0.00208
g1L,2017-01-02 15:00,1.02439,0.00611,0.00625,0.00208
g1L,2017-01-02 15:15,1.02553,0.00611,0.00626,0.00209
g1L,2017-01-02 15:30,1.02657,0.00611,0.00627,0.00209
g1L,2017-01-02 15:45,1.02748,0.00611,0.00627,0.00209
g1L,2017-01-02 16:00,1.02828,0.00611,0.00628,0.00209
g1L,2017-01-02 16:15,1.02895,0.00611,0.00628,0.00209
g1L,2017-01-02 16:30,1.02949,0.00611,0.00629,0.00210
g1L,2017-01-02 16:45,1.02990,0.00611,0.00629,0.00210
g1L,2017-01-02 17:00,1.03017,0.00611,0.00629,0.00210
g1L,2017-01-02 17:15,1.03032,0.00611,0.00629,0.00210
g1L,2017-01-02 17:30,1.03032,0.00611,0.00629,0.00210
g1L,2017-01-02 17:45,1.03019,0.00611,0.00629,0.00210
g1L,2017-01-02 18:00,1.02992,0.00611,0.00629,0.00210
g1L,2017-01-02 18:15,1.02952,0.00611,0.00629,0.00210
g1L,2017-01-02 18:30,1.02899,0.00611,0.00628,0.00209
g1L,2017-01-02 18:45,1.02832,0.00611,0.00628,0.00209
g1L,2017-01-02 19:00,1.02753,0.00611,0.00627,0.00209
g1L,2017-01-02 19:15,1.02661,0.00611,0.00627,0.00209
g1L,2017-01-02 19:30,1.02556,0.00611,0.00626,0.00209
g1L,2017-01-02 19:45,1.02440,0.00611,0.00625,0.00208
g1L,2017-01-02 20:00,1.02313,0.00611,0.00625,0.00208
g1L,2017-01-02 20:15,1.02175,0.00611,0.00624,0.00208
g1L,2017-01-02 20:30,1.02027,0.00611,0.00623,0.00208
g1L,2017-01-02 20:45,1.01869,0.00611,0.00622,0.00207
g1L,2017-01-02 21:00,1.01702,0.00611,0.00621,0.00207
g1L,2017-01-02 21:15,1.01526,0.00611,0.00620,0.00207
g1L,2017-01-02 21:30,1.01344,0.00611,0.00619,0.00206
g1L,2017-01-02 21:45,1.01154,0.00611,0.00618,0.00206
g1L,2017-01-02 22:00,1.00958,0.00611,0.00616,0.00205
g1L,2017-01-02 22:15,1.00758,0.00611,0.00615,0.00205
g1L,2017-01-02 22:30,1.00552,0.00611,0.00614,0.00205
g1L,2017-01-02 22:45,1.00344,0.00611,0.00613,0.00204
g1L,2017-01-02 23:00,1.00132,0.00611,0.00611,0.00204
g1L,2017-01-02 23:15,0.99919,0.00611,0.00610,0.00203
g1L,2017-01-02 23:30,0.99705,0.00611,0.00609,0.00203
g1L,2017-01-02 23:45,0.99491,0.00611,0.00607,0.00202
g1L,2017-01-03 00:00,0.99875,0.00607,0.00606,0.00202
g1L,2017-01-03 00:15,0.99662,0.00607,0.00605,0.00202
g1L,2017-01-03 00:30,0.99452,0.00607,0.00604,0.00201
g1L,2017-01-03 00:45,0.99246,0.00607,0.00602,0.00201
g1L,2017-01-03 01:00,0.99044,0.00607,0.00601,0.00200
g1L,2017-01-03 01:15,0.98847,0.00607,0.00600,0.00200
g1L,2017-01-03 01:30,0.98656,0.00607,0.00599,0.00200
g1L,2017-01-03 01:45,0.98472,0.00607,0.00598,0.00199
g1L,2017-01-03 02:00,0.98296,0.00607,0.00597,0.00199
g1L,2017-01-03 02:15,0.98128,0.00607,0.00596,0.00199
g1L,2017-01-03 02:30,0.97969,0.00607,0.00595,0.00198
g1L,2017-01-03 02:45,0.97820,0.00607,0.00594,0.00198
g1L,2017-01-03 03:00,0.97681,0.00607,0.00593,0.00198
g1L,2017-01-03 03:15,0.97553,0.00607,0.00592,0.00197
g1L,2017-01-03 03:30,0.97436,0.00607,0.00591,0.00197
g1L,2017-01-03 03:45,0.97331,0.00607,0.00591,0.00197
g1L,2017-01-03 04:00,0.97239,0.00607,0.00590,0.00197
g1L,2017-01-03 04:15,0.97159,0.00607,0.00590,0.00197
g1L,2017-01-03 04:30,0.97092,0.00607,0.00589,0.00196
g1L,2017-01-03 04:45,0.97038,0.00607,0.00589,0.00196
g1L,2017-01-03 05:00,0.96998,0.00607,0.00589,0.00196
g1L,2017-01-03 05:15,0.96971,0.00607,0.00589,0.00196
g1L,2017-01-03 05:30,0.96958,0.00607,0.00588,0.00196
g1L,2017-01-03 05:45,0.96958,0.00607,0.00588,0.00196
g1L,2017-01-03 06:00,0.96973,0.00607,0.00589,0.00196
g1L,2017-01-03 06:15,0.97000,0.00607,0.00589,0.00196
g1L,2017-01-03 06:30,0.97042,0.00607,0.00589,0.00196
g1L,2017-01-03 06:45,0.97096,0.00607,0.00589,0.00196
g1L,2017-01-03 07:00,0.97164,0.00607,0.00590,0.00197
g1L,2017-01-03 07:15,0.97244,0.00607,0.00590,0.00197
g1L,2017-01-03 07:30,0.97336,0.00607,0.00591,0.00197
g1L,2017-01-03 07:45,0.97440,0.00607,0.00591,0.00197
g1L,2017-01-03 08:00,0.97556,0.00607,0.00592,0.00197
g1L,2017-01-03 08:15,0.97683,0.00607,0.00593,0.00198
g1L,2017-01-03 08:30,0.97819,0.00607,0.00594,0.00198
g1L,2017-01-03 08:45,0.97966,0.00607,0.00595,0.00198
g1L,2017-01-03 09:00,0.98121,0.00607,0.00596,0.00199
g1L,2017-01-03 09:15,0.98285,0.00607,0.00597,0.00199
g1L,2017-01-03 09:30,0.98457,0.00607,0.00598,0.00199
g1L,2017-01-03 09:45,0.98635,0.00607,0.00599,0.00200
g1L,2017-01-03 10:00,0.98819,0.00607,0.00600,0.00200
g1L,2017-01-03 10:15,0.99009,0.00607,0.00601,0.00200
g1L,2017-01-03 10:30,0.99203,0.00607,0.00602,0.00201
g1L,2017-01-03 10:45,0.99401,0.00607,0.00603,0.00201
g1L,2017-01-03 11:00,0.99601,0.00607,0.00604,0.00201
g1L,2017-01-03 11:15,0.99803,0.00607,0.00606,0.00202
g1L,2017-01-03 11:30,1.00006,0.00607,0.00607,0.00202
g1L,2017-01-03 11:45,1.00209,0.00607,0.00608,0.00203
g1L,2017-01-03 12:00,1.00411,0.00607,0.00609,0.00203
g1L,2017-01-03 12:15,1.00611,0.00607,0.00611,0.00204
g1L,2017-01-03 12:30,1.00809,0.00607,0.00612,0.00204
g1L,2017-01-03 12:45,1.01003,0.00607,0.00613,0.00204
g1L,2017-01-03 13:00,1.01193,0.00607,0.00614,0.00205
g1L,2017-01-03 13:15,1.01378,0.00607,0.00615,0.00205
g1L,2017-01-03 13:30,1.01556,0.00607,0.00616,0.00205
g1L,2017-01-03 13:45,1.01728,0.00607,0.00617,0.00206
g1L,2017-01-03 14:00,1.01892,0.00607,0.00618,0.00206
g1L,2017-01-03 14:15,1.02047,0.00607,0.00619,0.00206
g1L,2017-01-03 14:30,1.02194,0.00607,0.00620,0.00207
g1L,2017-01-03 14:45,1.02331,0.00607,0.00621,0.00207
g1L,2017-01-03 15:00,1.02458,0.00607,0.00622,0.00207
g1L,2017-01-03 15:15,1.02574,0.00607,0.00623,0.00208
g1L,2017-01-03 15:30,1.02678,0.00607,0.00623,0.00208
g1L,2017-01-03 15:45,1.02771,0.00607,0.00624,0.00208
g1L,2017-01-03 16:00,1.02851,0.00607,0.00624,0.00208
g1L,2017-01-03 16:15,1.02919,0.00607,0.00625,0.00208
g1L,2017-01-03 16:30,1.02974,0.00607,0.00625,0.00208
g1L,2017-01-03 16:45,1.03016,0.00607,0.00625,0.00208
g1L,2017-01-03 17:00,1.03044,0.00607,0.00625,0.00208
g1L,2017-01-03 17:15,1.03059,0.00607,0.00625,0.00208
g1L,2017-01-03 17:30,1.03060,0.00607,0.00625,0.00208
g1L,2017-01-03 17:45,1.03047,0.00607,0.00625,0.00208
g1L,2017-01-03 18:00,1.03020,0.00607,0.00625,0.00208
g1L,2017-01-03 18:15,1.02981,0.00607,0.00625,0.00208
g1L,2017-01-03 18:30,1.02927,0.00607,0.00625,0.00208
g1L,2017-01-03 18:45,1.02861,0.00607,0.00624,0.00208
g1L,2017-01-03 19:00,1.02781,0.00607,0.00624,0.00208
g1L,2017-01-03 19:15,1.02689,0.00607,0.00623,0.00208
g1L,2017-01-03 19:30,1.02585,0.00607,0.00623,0.00208
g1L,2017-01-03 19:45,1.02468,0.00607,0.00622,0.00207
g1L,2017-01-03 20:00,1.02341,0.00607,0.00621,0.00207
g1L,2017-01-03 20:15,1.02202,0.00607,0.00620,0.00207
g1L,2017-01-03 20:30,1.02053,0.00607,0.00619,0.00206
g1L,2017-01-03 20:45,1.01895,0.00607,0.00618,0.00206
g1L,2017-01-03 21:00,1.01727,0.00607,0.00617,0.00206
g1L,2017-01-03 21:15,1.01551,0.00607,0.00616,0.00205
g1L,2017-01-03 21:30,1.01368,0.00607,0.00615,0.00205
g1L,2017-01-03 21:45,1.01178,0.00607,0.00614,0.00205
g1L,2017-01-03 22:00,1.00981,0.00607,0.00613,0.00204
g1L,2017-01-03 22:15,1.00780,0.00607,0.00612,0.00204
g1L,2017-01-03 22:30,1.00574,0.00607,0.00610,0.00203
g1L,2017-01-03 22:45,1.00364,0.00607,0.00609,0.00203
g1L,2017-01-03 23:00,1.00152,0.00607,0.00608,0.00203
g1L,2017-01-03 23:15,0.99938,0.00607,0.00607,0.00202
g1L,2017-01-03 23:30,0.99723,0.00607,0.00605,0.00202
g1L,2017-01-03 23:45,0.99508,0.00607,0.00604,0.00201
g1L,2017-01-04 00:00,0.99855,0.00603,0.00603,0.00201
g1L,2017-01-04 00:15,0.99642,0.00603,0.00601,0.00200
g1L,2017-01-04 00:30,0.99431,0.00603,0.00600,0.00200
g1L,2017-01-04 00:45,0.99224,0.00603,0.00599,0.00200
g1L,2017-01-04 01:00,0.99021,0.00603,0.00598,0.00199
g1L,2017-01-04 01:15,0.98823,0.00603,0.00596,0.00199
g1L,2017-01-04 01:30,0.98632,0.00603,0.00595,0.00198
g1L,2017-01-04 01:45,0.98447,0.00603,0.00594,0.00198
g1L,2017-01-04 02:00,0.98271,0.00603,0.00593,0.00198
g1L,2017-01-04 02:15,0.98102,0.00603,0.00592,0.00197
g1L,2017-01-04 02:30,0.97943,0.00603,0.00591,0.00197
g1L,2017-01-04 02:45,0.97793,0.00603,0.00590,0.00197
g1L,2017-01-04 03:00,0.97653,0.00603,0.00589,0.00196
g1L,2017-01-04 03:15,0.97525,0.00603,0.00589,0.00196
g1L,2017-01-04 03:30,0.97408,0.00603,0.00588,0.00196
g1L,2017-01-04 03:45,0.97303,0.00603,0.00587,0.00196
g1L,2017-01-04 04:00,0.97210,0.00603,0.00587,0.00196
g1L,2017-01-04 04:15,0.97130,0.00603,0.00586,0.00195
g1L,2017-01-04 04:30,0.97063,0.00603,0.00586,0.00195
g1L,2017-01-04 04:45,0.97009,0.00603,0.00585,0.00195
g1L,2017-01-04 05:00,0.96969,0.00603,0.00585,0.00195
g1L,2017-01-04 05:15,0.96943,0.00603,0.00585,0.00195
g1L,2017-01-04 05:30,0.96930,0.00603,0.00585,0.00195
g1L,2017-01-04 05:45,0.96931,0.00603,0.00585,0.00195
g1L,2017-01-04 06:00,0.96946,0.00603,0.00585,0.00195
g1L,2017-01-04 06:15,0.96974,0.00603,0.00585,0.00195
g1L,2017-01-04 06:30,0.97016,0.00603,0.00585,0.00195
g1L,2017-01-04 06:45,0.97071,0.00603,0.00586,0.00195
g1L,2017-01-04 07:00,0.97139,0.00603,0.00586,0.00195
g1L,2017-01-04 07:15,0.97220,0.00603,0.00587,0.00196
g1L,2017-01-04 07:30,0.97314,0.00603,0.00587,0.00196
g1L,2017-01-04 07:45,0.97419,0.00603,0.00588,0.00196
g1L,2017-01-04 08:00,0.97535,0.00603,0.00589,0.00196
g1L,2017-01-04 08:15,0.97663,0.00603,0.00589,0.00196
g1L,2017-01-04 08:30,0.97801,0.00603,0.00590,0.00197
g1L,2017-01-04 08:45,0.97949,0.00603,0.00591,0.00197
g1L,2017-01-04 09:00,0.98105,0.00603,0.00592,0.00197
g1L,2017-01-04 09:15,0.98271,0.00603,0.00593,0.00198
g1L,2017-01-04 09:30,0.98443,0.00603,0.00594,0.00198
g1L,2017-01-04 09:45,0.98623,0.00603,0.00595,0.00198
g1L,2017-01-04 10:00,0.98809,0.00603,0.00596,0.00199
g1L,2017-01-04 10:15,0.99000,0.00603,0.00597,0.00199
g1L,2017-01-04 10:30,0.99196,0.00603,0.00599,0.00200
g1L,2017-01-04 10:45,0.99395,0.00603,0.00600,0.00200
g1L,2017-01-04 11:00,0.99597,0.00603,0.00601,0.00200
g1L,2017-01-04 11:15,0.99800,0.00603,0.00602,0.00201
g1L,2017-01-04 11:30,1.00005,0.00603,0.00604,0.00201
g1L,2017-01-04 11:45,1.00209,0.00603,0.00605,0.00202
g1L,2017-01-04 12:00,1.00413,0.00603,0.00606,0.00202
g1L,2017-01-04 12:15,1.00615,0.00603,0.00607,0.00202
g1L,2017-01-04 12:30,1.00814,0.00603,0.00608,0.00203
g1L,2017-01-04 12:45,1.01010,0.00603,0.00610,0.00203
g1L,2017-01-04 13:00,1.01201,0.00603,0.00611,0.00204
g1L,2017-01-04 13:15,1.01387,0.00603,0.00612,0.00204
g1L,2017-01-04 13:30,1.01567,0.00603,0.00613,0.00204
g1L,2017-01-04 13:45,1.01740,0.00603,0.00614,0.00205
g1L,2017-01-04 14:00,1.01905,0.00603,0.00615,0.00205
g1L,2017-01-04 14:15,1.02062,0.00603,0.00616,0.00205
g1L,2017-01-04 14:30,1.02210,0.00603,0.00617,0.00206
g1L,2017-01-04 14:45,1.02349,0.00603,0.00618,0.00206
g1L,2017-01-04 15:00,1.02477,0.00603,0.00618,0.00206
g1L,2017-01-04 15:15,1.02594,0.00603,0.00619,0.00206
g1L,2017-01-04 15:30,1.02699,0.00603,0.00620,0.00207
g1L,2017-01-04 15:45,1.02793,0.00603,0.00620,0.00207
g1L,2017-01-04 16:00,1.02874,0.00603,0.00621,0.00207
g1L,2017-01-04 16:15,1.02943,0.00603,0.00621,0.00207
g1L,2017-01-04 16:30,1.02998,0.00603,0.00622,0.00207
g1L,2017-01-04 16:45,1.03041,0.00603,0.00622,0.00207
g1L,2017-01-04 17:00,1.03070,0.00603,0.00622,0.00207
g1L,2017-01-04 17:15,1.03085,0.00603,0.00622,0.00207
g1L,2017-01-04 17:30,1.03086,0.00603,0.00622,0.00207
g1L,2017-01-04 17:45,1.03074,0.00603,0.00622,0.00207
g1L,2017-01-04 18:00,1.03048,0.00603,0.00622,0.00207
g1L,2017-01-04 18:15,1.03008,0.00603,0.00622,0.00207
g1L,2017-01-04 18:30,1.02955,0.00603,0.00621,0.00207
g1L,2017-01-04 18:45,1.02888,0.00603,0.00621,0.00207
g1L,2017-01-04 19:00,1.02809,0.00603,0.00620,0.00207
g1L,2017-01-04 19:15,1.02717,0.00603,0.00620,0.00207
g1L,2017-01-04 19:30,1.02612,0.00603,0.00619,0.00206
g1L,2017-01-04 19:45,1.02496,0.00603,0.00619,0.00206
g1L,2017-01-04 20:00,1.02368,0.00603,0.00618,0.00206
g1L,2017-01-04 20:15,1.02229,0.00603,0.00617,0.00206
g1L,2017-01-04 20:30,1.02080,0.00603,0.00616,0.00205
g1L,2017-01-04 20:45,1.01921,0.00603,0.00615,0.00205
g1L,2017-01-04 21:00,1.01753,0.00603,0.00614,0.00205
g1L,2017-01-04 21:15,1.01576,0.00603,0.00613,0.00204
g1L,2017-01-04 21:30,1.01392,0.00603,0.00612,0.00204
g1L,2017-01-04 21:45,1.01201,0.00603,0.00611,0.00204
g1L,2017-01-04 22:00,1.01004,0.00603,0.00610,0.00203
g1L,2017-01-04 22:15,1.00802,0.00603,0.00608,0.00203
g1L,2017-01-04 22:30,1.00595,0.00603,0.00607,0.00202
g1L,2017-01-04 22:45,1.00385,0.00603,0.00606,0.00202
g1L,2017-01-04 23:00,1.00172,0.00603,0.00605,0.00202
g1L,2017-01-04 23:15,0.99957,0.00603,0.00603,0.00201
g1L,2017-01-04 23:30,0.99741,0.00603,0.00602,0.00201
g1L,2017-01-04 23:45,0.99526,0.00603,0.00601,0.00200
g1L,2017-01-05 00:00,0.99835,0.00600,0.00599,0.00200
g1L,2017-01-05 00:15,0.99621,0.00600,0.00598,0.00199
g1L,2017-01-05 00:30,0.99409,0.00600,0.00597,0.00199
g1L,2017-01-05 00:45,0.99201,0.00600,0.00596,0.00199
g1L,2017-01-05 01:00,0.98998,0.00600,0.00594,0.00198
g1L,2017-01-05 01:15,0.98800,0.00600,0.00593,0.00198
g1L,2017-01-05 01:30,0.98608,0.00600,0.00592,0.00197
g1L,2017-01-05 01:45,0.98422,0.00600,0.00591,0.00197
g1L,2017-01-05 02:00,0.98245,0.00600,0.00590,0.00197
g1L,2017-01-05 02:15,0.98076,0.00600,0.00589,0.00196
g1L,2017-01-05 02:30,0.97916,0.00600,0.00588,0.00196
g1L,2017-01-05 02:45,0.97766,0.00600,0.00587,0.00196
g1L,2017-01-05 03:00,0.97626,0.00600,0.00586,0.00195
g1L,2017-01-05 03:15,0.97498,0.00600,0.00585,0.00195
